PharmGKB Accession Id;Drug;ATC Identifiers;Type;Clin_Var_Pathway
PA166184497;PARACETAMOL, COMBINATIONS EXCL. PSYCHOLEPTICS (VICKS MEDINAIT SIRUP);N02BE51;Drug;0:0:0
PA450790;PARAFORMALDEHYDE;;Drug;0:0:0
PA164713147;PARAMAGNETIC CONTRAST MEDIA;V08CA;Drug Class;0:0:0
PA164748880;PARAMETHADIONE;N03AC01;Drug;0:0:0
PA164777035;PARAMETHASONE;H02AB05;Drug;0:0:0
PA166162420;PARAMETHOXYMETHAMPHETAMINE;;Drug;0:1:0
PA164713148;PARASYMPATHOMIMETICS;N07A, S01EB;Drug Class;1:2:0
PA164713150;PARATHYROID HORMONES AND ANALOGUES;H05A, H05AA;Drug Class;0:0:0
PA166049193;PARECOXIB;;Drug;0:0:0
PA450797;PARGYLINE;C02KC01;Drug;0:0:0
PA450798;PARICALCITOL;H05BX02;Drug;0:0:0
PA166163410;PARITAPREVIR;;Drug;0:0:0
PA164784023;PAROMOMYCIN;A07AA06;Drug;0:8:1
PA450801;PAROXETINE;N06AB05;Drug;48:247:2
PA166396061;PATRITUMAB DERUXTECAN;;Drug;0:0:0
PA164742856;PEFLOXACIN;J01MA03;Drug;0:0:0
PA450831;PEGADEMASE BOVINE;;Drug;0:0:0
PA164781387;PEGFILGRASTIM;L03AA13;Drug;0:0:0
PA164749390;PEGINTERFERON ALFA-2A;L03AB11, L03AB61;Drug;31:211:1
PA164784024;PEGINTERFERON ALFA-2B;L03AB10, L03AB60;Drug;41:289:1
PA166205561;PEGINTERFERON LAMBDA 1A;;Drug;0:0:0
PA166360201;PEGLOXENATIDE;;Drug;0:0:0
PA164749630;PEGVISOMANT;H01AX01;Drug;0:0:0
PA134687926;PELITINIB;;Drug;0:0:0
PA164781018;PEMIROLAST;;Drug;0:0:0
PA450836;PEMOLINE;N06BA05;Drug;0:0:0
PA164749474;PENBUTOLOL;C07AA23;Drug;0:1:0
PA450839;PENCICLOVIR;D06BB06, J05AB13;Drug;0:0:0
PA450840;PENICILLAMINE;M01CC01;Drug;0:0:0
PA164713152;PENICILLAMINE AND SIMILAR AGENTS;M01CC;Drug Class;0:0:0
PA164713153;PENICILLINS WITH EXTENDED SPECTRUM;J01CA;Drug Class;2:36:0
PA450849;PENTAGASTRIN;V04CG04;Drug;0:0:0
PA450850;PENTAMIDINE;;Drug;0:3:0
PA450851;PENTAMIDINE ISETHIONATE;;Drug;0:0:0
PA164744326;PENTAZOCINE;N02AD01;Drug;0:0:0
PA450859;PENTOBARBITAL;N05CA01;Drug;0:0:0
PA164777033;PENTOLINIUM;;Drug;0:0:0
PA164774806;PENTOSAN POLYSULFATE;;Drug;0:0:0
PA450863;PENTOSTATIN;L01XX08;Drug;0:0:0
PA450864;PENTOXIFYLLINE;C04AD03;Drug;0:0:0
PA450868;PEPSIN;;Drug;0:0:0
PA166230941;PERAMPANEL;;Drug;0:5:1
PA162565876;PERAZINE;;Drug;0:0:0
PA164713154;PERCHLORATES;H03BC;Drug Class;0:0:0
PA164781354;PERFLUTREN;;Drug;0:0:0
PA450873;PERGOLIDE;N04BC02;Drug;0:0:0
PA130150436;PERHEXILINE;C08EX02;Drug;0:0:0
PA165291471;PERIFOSINE;;Drug;0:0:0
PA164713157;PERIPHERALLY ACTING ANTIOBESITY PRODUCTS;A08AB;Drug Class;0:0:0
PA164713156;PERIPHERAL VASODILATORS;C04, C04A;Drug Class;0:8:0
PA164713158;PERITONEAL DIALYTICS;B05D;Drug Class;0:0:0
PA164743137;PERMETHRIN;P03AC04;Drug;0:0:0
PA165291546;PEROSPIRONE;;Drug;0:0:0
PA164713159;PEROXIDES;D10AE;Drug Class;0:0:0
PA128406983;PESTICIDES;;Drug Class;0:0:0
PA166321741;PEXIDARTINIB;L01EX15;Drug;0:0:0
PA152241908;PHA-665752;;Drug;0:0:0
PA164745309;PHENACEMIDE;N03AX07;Drug;0:0:0
PA450897;PHENACETIN;N02BE03;Drug;0:0:0
PA128406980;PHENCYCLIDINE;;Drug;0:0:0
PA450902;PHENDIMETRAZINE;;Drug;0:0:0
PA450903;PHENELZINE;N06AF03;Drug;0:0:0
PA1000;PHENFORMIN;A10BA01;Drug;0:0:0
PA164750491;PHENINDAMINE;R06AX04;Drug;0:0:0
PA164784031;PHENINDIONE;B01AA02;Drug;0:0:0
PA164744506;PHENIRAMINE;D04AA16, R06AB05;Drug;0:0:0
PA164747188;PHENMETRAZINE;;Drug;0:0:0
PA450913;PHENOL;C05BB05, D08AE03, N01BX03, R02AA19;Drug;0:0:0
PA164713161;PHENOL AND DERIVATIVES;D08AE;Drug Class;0:0:0
PA450918;PHENOLSULFONPHTHALEIN;;Drug;0:0:0
PA164713162;PHENOTHIAZINE DERIVATIVES;R06AD;Drug Class;0:1:0
PA10478;PHENOTHIAZINES WITH ALIPHATIC SIDE-CHAIN;N05AA, N05AB, N05AC;Drug Class;12:42:0
PA450919;PHENOXYBENZAMINE;C04AX02;Drug;0:4:0
PA450921;PHENPROCOUMON;B01AA04;Drug;12:81:1
PA164771230;PHENSUXIMIDE;N03AD02;Drug;0:0:0
PA164748099;PHENTERMINE;A08AA01;Drug;0:0:0
PA450926;PHENTOLAMINE;C04AB01, V03AB36;Drug;0:0:0
PA165950342;PHENYLACETIC ACID;;Drug;0:0:0
PA164713163;PHENYLALKYLAMINE DERIVATIVES;C08DA, C08EA;Drug Class;13:36:0
PA450932;PHENYLBUTAZONE;M01AA01, M02AA01;Drug;0:1:0
PA164713165;PHENYLPIPERIDINE DERIVATIVES;N02AB;Drug Class;49:245:0
PA164748965;PHENYLPROPANOLAMINE;R01BA01;Drug;0:0:0
PA450947;PHENYTOIN;N03AB02;Drug;36:302:2
PA10479;PHOSPHATES;;Drug;0:0:0
PA166305941;PHOSPHATIDYLINOSITOL-3-KINASE (PI3K) INHIBITORS;L01EM;Drug Class;0:0:0
PA164768860;PHOSPHATIDYLSERINE;;Drug;0:0:0
PA164713166;PHOSPHODIESTERASE INHIBITORS;C01CE;Drug Class;0:0:0
PA164713167;PHOSPHONIC ACID DERIVATIVES;J05AD;Drug Class;0:0:0
PA450953;PHOSPHORIC ACID;;Drug;0:0:0
PA450954;PHOSPHORUS;;Drug;0:0:0
PA450957;PHYSOSTIGMINE;S01EB05, V03AB19;Drug;0:0:0
PA166337161;PIBRENTASVIR;;Drug;0:0:0
PA164777007;PICROTOXIN;;Drug;0:0:0
PA450962;PILOCARPINE;N07AX01, S01EB01;Drug;0:1:0
PA166186035;PILSICAINIDE;;Drug;0:1:0
PA164783790;PIMECROLIMUS;D11AH02;Drug;0:0:0
PA450966;PINDOLOL;C07AA03;Drug;0:2:1
PA165958415;PIPAZETHATE;R05DB11;Drug;0:0:0
PA164764567;PIPECURONIUM;;Drug;0:0:0
PA450975;PIPERACILLIN;J01CA12;Drug;0:0:0
PA166228323;PIPERACILLIN-TAZOBACTAM;;Drug;0:0:0
PA166104279;PIPERAQUINE;;Drug;0:0:0
PA450977;PIPERAZINE;P02CB01;Drug;0:0:0
PA164713168;PIPERAZINE AND DERIVATIVES;P02CB;Drug Class;0:0:0
PA164713169;PIPERAZINE DERIVATIVES;R06AE;Drug Class;0:0:0
PA164713170;PIPERIDINEDIONE DERIVATIVES;N05CE;Drug Class;0:0:0
PA450980;PIPERONYL BUTOXIDE;;Drug;0:0:0
PA164747673;PIPOBROMAN;L01AX02;Drug;0:0:0
PA10158;PIPOTIAZINE;N05AC04;Drug;0:0:0
PA450983;PIRBUTEROL;R03AC08, R03CC07;Drug;0:0:0
PA10159;PIRENZEPINE;A02BX03;Drug;0:0:0
PA166249581;PIRFENIDONE;L04AX05;Drug;0:1:1
PA166212681;PIRITRAMIDE;N02AC03;Drug;0:6:0
PA450985;PIROXICAM;M01AC01, M02AA07, S01BC06;Drug;1:12:1
PA166328845;PIRTOBRUTINIB;L01EL05;Drug;0:0:0
PA142650384;PITAVASTATIN;C10AA08;Drug;4:25:1
PA166185163;PITOLISANT;N07XX11;Drug;0:0:0
PA164713171;PITUITARY AND HYPOTHALAMIC HORMONES AND ANALOGUES;H01;Drug Class;4:4:0
PA164776912;PIVAMPICILLIN;J01CA02;Drug;0:0:0
PA164750167;PIVMECILLINAM;J01CA08;Drug;0:0:0
PA164713172;PLAGUE VACCINES;J07AK;Drug Class;0:0:0
PA164713173;PLANT ALKALOIDS AND OTHER NATURAL PRODUCTS;L01C;Drug Class;171:677:0
PA164713174;PLASTERS;V07AA;Drug Class;0:0:0
PA164713175;PLATELET AGGREGATION INHIBITORS EXCL. HEPARIN;B01AC;Drug Class;151:1372:0
PA166228921;PLAZOMICIN;J01GB14;Drug;0:0:1
PA165958410;PLERIXAFOR;L03AX16;Drug;0:0:0
PA165958411;PLICAMYCIN;L01DC02;Drug;0:0:0
PA164713177;PNEUMOCOCCAL VACCINES;J07AL;Drug Class;0:0:0
PA450993;PODOFILOX;D06BB04;Drug;0:0:0
PA452642;PODOPHYLLOTOXIN DERIVATIVES;L01CB;Drug Class;16:34:0
PA10162;PODOPHYLLUM;;Drug;0:0:0
PA166313341;POLATUZUMAB VEDOTIN;L01FX14;Drug;0:0:0
PA450999;POLIOMYELITIS VACCINES;J07BF;Drug Class;0:0:0
PA451013;POLYETHYLENE GLYCOL;;Drug;0:0:0
PA451018;POLYETHYLENE GLYCOL 400;;Drug;0:0:0
PA451020;POLYETHYLENE GLYCOL 6000;;Drug;0:0:0
PA451023;POLYETHYLENE GLYCOL 8000;;Drug;0:0:0
PA451027;POLYMYXIN B SULFATE;A07AA05, J01XB02, S01AA18, S02AA11, S03AA03;Drug;0:0:0
PA164713178;POLYMYXINS;J01XB;Drug Class;0:0:0
PA451038;POLYSORBATE 80;;Drug;0:0:0
PA164749386;POLYSTYRENE SULFONATE;V03AE01;Drug;0:0:0
PA164748763;POLYTHIAZIDE;C03AA05;Drug;0:0:0
PA166411121;PONESIMOD;L04AE04;Drug;0:0:0
PA164752658;PORFIMER;;Drug;0:0:0
PA151958574;POSACONAZOLE;J02AC04;Drug;0:1:0
PA164713179;POSTERIOR PITUITARY LOBE HORMONES;H01B;Drug Class;0:0:0
PA451047;POTASSIUM;;Drug, Ion;0:0:0
PA451049;POTASSIUM ACETATE;;Drug;0:0:0
PA451055;POTASSIUM CHLORIDE;A12BA01, B05XA01;Drug;0:0:0
PA451057;POTASSIUM GLUCONATE;;Drug;0:0:0
PA451060;POTASSIUM IODIDE;R05CA02, S01XA04, V03AB21;Drug;0:0:0
PA166190081;POTASSIUM OXONATE;;Drug;0:0:0
PA451071;POTASSIUM PHOSPHATE, INCL. COMB. WITH OTHER POTASSIUM SALTS;;Drug;0:0:0
PA164713182;POTASSIUM-SPARING AGENTS;C03D;Drug Class;9:18:0
PA166326001;POZIOTINIB;;Drug;0:0:0
PA152241909;PP2;;Drug;0:0:0
PA164752820;PRACTOLOL;C07AB01;Drug;0:0:0
PA164744926;PRALIDOXIME;V03AB04;Drug;0:0:0
PA164781394;PRAMLINTIDE;A10BX05;Drug;0:0:0
PA134698661;PRANLUKAST;R03DC02;Drug;0:0:1
PA451089;PRAVASTATIN;C10AA03;Drug;36:177:2
PA164776668;PRAZEPAM;N05BA11;Drug;0:0:0
PA164764583;PRAZIQUANTEL;P02BA01;Drug;0:2:0
PA451093;PRAZOSIN;C02CA01;Drug;0:3:0
PA164749394;PREDNICARBATE;D07AC18;Drug;0:0:0
PA164713183;PREGNADIEN DERIVATIVES;G03DB;Drug Class;0:0:0
PA164713184;PREGNEN (4) DERIVATIVES;G03DA;Drug Class;1:3:0
PA166334121;PREGNENOLONE;;Drug, Biological Intermediate;0:0:0
PA165817938;PRENYLAMINE;C01DX02;Drug;0:0:0
PA165958355;PREOTACT;;Drug;0:0:0
PA164713186;PREPARATIONS CONTAINING SULFUR;D10AB;Drug Class;0:0:0
PA164713187;PREPARATIONS FOR BILIARY TRACT THERAPY;A05AB;Drug Class;0:0:0
PA164713185;PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS;D03;Drug Class;0:0:0
PA164713188;PREPARATIONS INCREASING URIC ACID EXCRETION;M04AB;Drug Class;2:6:0
PA164713189;PREPARATIONS INHIBITING URIC ACID PRODUCTION;M04AA;Drug Class;45:207:0
PA164713190;PREPARATIONS WITH NO EFFECT ON URIC ACID METABOLISM;M04AC;Drug Class;0:2:0
PA164713191;PREPARATIONS WITH SALICYLIC ACID DERIVATIVES;M02AC;Drug Class;0:0:0
PA166115441;PRIDOPIDINE;;Drug;0:1:0
PA451101;PRILOCAINE;N01BB04;Drug;0:0:0
PA451105;PRIMIDONE;N03AA03;Drug;0:5:1
PA451106;PROBENECID;M04AB01;Drug;0:2:1
PA451107;PROBUCOL;C10AX02;Drug;0:0:0
PA451108;PROCAINAMIDE;C01BA02;Drug;0:2:0
PA451110;PROCAINE;C05AD05, N01BA02, S01HA05;Drug;0:0:0
PA451112;PROCARBAZINE;L01XB01;Drug;0:2:0
PA164748908;PROCATEROL;R03AC16, R03CC08;Drug;0:0:0
PA164784001;PROCYCLIDINE;N04AA04;Drug;0:0:0
PA164748742;PROFLAVINE;;Drug;0:0:0
PA164747990;PROGABIDE;N03AG05;Drug;0:0:0
PA164713192;PROGESTOGENS;G03AC, G03D, L02AB;Drug Class;1:10:0
PA164713195;PROGESTOGENS AND ESTROGENS, FIXED COMBINATIONS;G03FA;Drug Class;0:0:0
PA452359;PROGESTOGENS AND ESTROGENS IN COMBINATION;G03AA, G03AB, G03F;Drug Class;0:0:0
PA164713196;PROGESTOGENS AND ESTROGENS, SEQUENTIAL PREPARATIONS;G03FB;Drug Class;0:0:0
PA451124;PROGUANIL;P01BB01;Drug;0:9:0
PA164713197;PROLACTINE INHIBITORS;G02CB;Drug Class;0:0:0
PA166364761;PROLGOLIMAB;L01FF08;Drug;0:0:0
PA451126;PROMAZINE;N05AA03;Drug;0:0:0
PA451128;PROMETHAZINE;D04AA10, R06AD02;Drug;0:1:0
PA164746224;PROPANTHELINE;A03AB05;Drug;0:0:0
PA164776849;PROPARACAINE;S01HA04;Drug;0:0:0
PA164781043;PROPERICIAZINE;N05AC01;Drug;0:0:0
PA165107991;PROPICONAZOLE;;Drug;0:0:0
PA164778685;PROPIOMAZINE;N05CM06;Drug;0:0:0
PA451142;PROPOXYPHENE;N02AC04;Drug;0:0:0
PA164713199;PROPULSIVES;A03F, A03FA;Drug Class;2:14:0
PA165958387;PROPYLHEXEDRINE;;Drug;0:0:0
PA166220601;PROSCILLARIDIN;;Drug;0:0:0
PA164713200;PROSTAGLANDIN ANALOGUES;S01EE;Drug Class;4:8:0
PA449345;PROSTAGLANDIN E2;G02AD02;Drug, Biological Intermediate;0:0:0
PA449479;PROSTAGLANDIN I2;B01AC09;Drug, Biological Intermediate;0:0:0
PA452363;PROSTAGLANDINS;A02BB, C01EA, G02AD;Drug Class;0:2:0
PA10366;PROTAMINE;;Drug;0:0:0
PA164713201;PROTECTIVES AGAINST UV-RADIATION;D02B;Drug Class;0:0:0
PA164713202;PROTECTIVES AGAINST UV-RADIATION FOR SYSTEMIC USE;D02BB;Drug Class;0:0:0
PA164713203;PROTECTIVES AGAINST UV-RADIATION FOR TOPICAL USE;D02BA;Drug Class;0:0:0
PA164713205;PROTEINASE INHIBITORS;B02AB;Drug Class;0:0:0
PA164713204;PROTEIN KINASE INHIBITORS;L01E;Drug Class;59:418:0
PA451465;PROTEIN SUPPLEMENTS;V06B;Drug Class;0:0:0
PA164713206;PROTEOLYTIC ENZYMES;D03BA;Drug Class;0:0:0
PA164713207;PROTON PUMP INHIBITORS;A02BC;Drug Class;19:445:1
PA451168;PROTRIPTYLINE;N06AA11;Drug;0:0:0
PA451170;PSEUDOEPHEDRINE;R01BA02;Drug;0:0:0
PA166338881;PSILOCYBIN;;Prodrug;0:0:0
PA164713208;PSORALENS FOR SYSTEMIC USE;D05BA;Drug Class;1:2:0
PA164713209;PSORALENS FOR TOPICAL USE;D05AD;Drug Class;1:2:0
PA164713210;PSYCHOANALEPTICS;N06;Drug Class;522:2250:0
PA164713211;PSYCHOLEPTICS;N05;Drug Class;343:1411:0
PA164713212;PSYCHOLEPTICS AND PSYCHOANALEPTICS IN COMBINATION;N06C;Drug Class;15:71:0
PA164713214;PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS;N06B;Drug Class;91:406:0
PA164713213;PSYCHOSTIMULANTS IN COMBINATION WITH PSYCHOLEPTICS;N06CB;Drug Class;0:0:0
PA164713215;PURINE DERIVATIVES;C04AD;Drug Class;0:0:0
PA166318581;PYRANTEL;P02CC01;Drug;0:0:0
PA164713216;PYRAZOLONE DERIVATIVES;C03CD;Drug Class;0:0:0
PA164713218;PYRETHRINES;P03BA;Drug Class;0:0:0
PA164713219;PYRETHRINES, INCL. SYNTHETIC COMPOUNDS;P03AC;Drug Class;0:0:0
PA10481;PYRETHRINS AND PIPERONYL BUTOXIDE;;Drug;0:0:0
PA451185;PYRIDOSTIGMINE;N07AA02;Drug;0:0:0
PA164749166;PYRIDOXAL;;Drug;0:0:0
PA164749650;PYRIDOXAL PHOSPHATE;A11HA06;Drug;0:2:0
PA451897;PYRIDOXINE;;Drug;0:0:0
PA165817939;PYRILAMINE;;Drug;0:0:0
PA166248741;PYRIMETHAMINE / SULFADOXINE;;Drug;0:0:0
PA164713220;PYRIMIDINE ANALOGUES;L01BC;Drug Class;371:1896:1
PA164713221;PYRIMIDINE DERIVATIVES;C02DC;Drug Class;0:0:0
PA164778686;PYRUVIC ACID;;Drug;0:0:0
PA164713222;QUATERNARY AMMONIUM COMPOUNDS;D08AJ;Drug Class;0:0:0
PA164744373;QUAZEPAM;N05CD10;Drug;0:0:0
PA451201;QUETIAPINE;N05AH04;Drug;21:97:1
PA164745551;QUINACRINE;P01AX05;Drug;0:0:0
PA164749042;QUINESTROL;;Drug;0:0:0
PA164760863;QUINETHAZONE;C03BA02;Drug;0:0:0
PA164783957;QUINIDINE BARBITURATE;;Drug;0:0:0
PA451213;QUININE;P01BC01;Drug;0:1:0
PA164713223;QUININE AND DERIVATIVES;M09AA;Drug Class;0:0:0
PA164713224;QUINOLINE DERIVATIVES;D08AH, G01AC;Drug Class;0:0:0
PA164713226;QUINOLINE DERIVATIVES AND CORTICOSTEROIDS;G01BC;Drug Class;0:0:0
PA164713227;QUINOLINE DERIVATIVES AND RELATED SUBSTANCES;P02BA;Drug Class;0:1:0
PA164713228;QUINOLINES;M01CA;Drug Class;0:0:0
PA164713229;QUINOLONE ANTIBACTERIALS;J01M;Drug Class;1:21:0
PA164713230;QUINOLONE VASODILATORS;C01DB;Drug Class;0:0:0
PA164749647;QUINUPRISTIN;;Drug;0:0:0
PA451216;RABEPRAZOLE;A02BC04;Drug;3:86:1
PA10367;RABIES IMMUNOGLOBULIN;;Drug;0:0:0
PA451219;RABIES VACCINES;J07BG;Drug Class;0:0:0
PA164744896;RAMELTEON;N05CH02;Drug;0:0:0
PA166365201;RAMOSETRON;;Drug;0:0:0
PA451224;RANITIDINE;A02BA02;Drug;0:13:0
PA164746007;RANOLAZINE;C01EB18;Drug;0:0:0
PA164713231;RAUWOLFIA ALKALOIDS;C02AA;Drug Class;0:0:0
PA164713232;RAUWOLFIA ALKALOIDS AND DIURETICS IN COMBINATION;C02LA;Drug Class;0:0:0
PA166277861;RAVULIZUMAB;L04AA43;Drug;0:0:0
PA166220441;RAZUPROTAFIB;;Drug;0:0:0
PA166248841;(R)-CITALOPRAM;;Drug;0:0:0
PA144614921;REBOXETINE;N06AX18;Drug;0:0:0
PA164755085;REDUCED NICOTINAMIDE ADENINE DINUCLEOTIDE;;Drug;0:0:0
PA166178280;REDUCED NICOTINAMIDE ADENINE DINUCLEOTIDE PHOSPHATE;;Drug, Biological Intermediate;0:0:1
PA166277901;RELATLIMAB;;Drug;0:0:0
PA166397681;RELUGOLIX;L02BX04;Drug;0:0:0
PA166397682;RELUGOLIX / ESTRADIOL / NORETHINDRONE ACETATE;H01CC54;Drug;0:0:0
PA166197141;REMDESIVIR;J05AB16;Drug;0:0:1
PA164774779;REMIKIREN;C09XA01;Drug;0:0:0
PA166321761;REMIMAZOLAM;N05CD14;Drug;0:8:0
PA164749051;REMOXIPRIDE;N05AL04;Drug;0:0:0
PA164713233;RENAL SYSTEM;V09C;Drug Class;0:0:0
PA164713234;RENIN-INHIBITORS;C09XA;Drug Class;50:120:0
PA164768818;RESCINNAMINE;C02AA01;Drug;0:0:0
PA451236;RESERPINE;C02AA02;Drug;0:0:0
PA164713237;RESPIRATORY STIMULANTS;R07AB;Drug Class;0:0:0
PA164713235;RESPIRATORY SYSTEM;R, V09E;Drug Class;194:753:0
PA165291838;RESVERATROL;;Drug;0:0:0
PA164749341;RETAPAMULIN;D06AX13;Drug;0:0:0
PA166416261;RETATRUTIDE;;Drug;0:0:0
PA164743728;RETEPLASE;B01AD07;Drug;0:0:0
PA144997862;RETIGABINE;N03AX21;Drug;0:0:0
PA166177686;RETINAL;;Drug;0:0:0
PA164713238;RETINOIDS FOR TOPICAL USE IN ACNE;D10AD;Drug Class;0:0:0
PA164713239;RETINOIDS FOR TREATMENT OF ACNE;D10BA;Drug Class;0:0:0
PA164713240;RETINOIDS FOR TREATMENT OF PSORIASIS;D05BB;Drug Class;0:2:0
PA166301721;REZIVERTINIB;;Drug;0:0:0
PA451241;RIBAVIRIN;J05AB04;Drug;46:346:1
PA451242;RIBOFLAVIN;;Drug;0:0:1
PA166292902;RIBOSTAMYCIN;J01GB10;Drug;0:0:0
PA165291475;RIDAFOROLIMUS;L01EG03;Drug;0:0:0
PA164746413;RIDOGREL;;Drug;0:0:0
PA451249;RIFABUTIN;J04AB04;Drug;0:0:0
PA164783809;RIFAPENTINE;J04AB05;Drug;0:2:0
PA164752443;RIFAXIMIN;A07AA11, D06AX11;Drug;0:0:0
PA166256441;RILONACEPT;;Drug;0:1:0
PA451251;RILUZOLE;N07XX02;Drug;0:0:0
PA166335641;RILZABRUTINIB;;Drug;0:0:0
PA164748038;RIMANTADINE;J05AC02;Drug;0:0:0
PA164752251;RIMEXOLONE;H02AB12, S01BA13;Drug;0:0:0
PA152407999;RIMONABANT;A08AX01;Drug;0:0:0
PA166203981;RINTATOLIMOD;;Drug;0:0:0
PA166182682;RIOCIGUAT;;Drug;0:0:0
PA166270781;RIPRETINIB;;Drug;0:0:0
PA166363161;RISANKIZUMAB;L04AC18;Drug;0:0:0
PA166321401;RITLECITINIB;;Drug;0:0:0
PA165948052;ROFLUMILAST;;Drug;0:1:0
PA166396903;ROLAPITANT;A04AD14;Drug;0:0:0
PA153906323;ROLIPRAM;;Drug;0:0:0
PA164779049;ROLITETRACYCLINE;J01AA09;Drug;0:0:0
PA166161306;ROMIDEPSIN;;Drug;0:0:0
PA166301801;ROMOSOZUMAB;;Drug;0:0:0
PA164749035;ROPINIROLE;N04BC04;Drug;0:0:0
PA451271;ROPIVACAINE;N01BB09;Drug;0:0:0
PA164776843;ROSOXACIN;J01MB01;Drug;0:0:0
PA166129554;ROSTAFUROXIN;;Drug;0:0:0
PA134308647;ROSUVASTATIN;C10AA07;Drug;24:158:1
PA164713241;ROTA VIRUS DIARRHEA VACCINES;J07BH;Drug Class;0:0:0
PA166129566;ROTIGAPTIDE;;Drug;0:0:0
PA166165149;ROTIGOTINE;;Drug;0:0:0
PA165958352;ROTIGOTINE TRANSDERMAL PATCH;N04BC09;Drug;0:0:0
PA165958424;ROXATIDINE ACETATE;A02BA06;Drug;0:0:0
PA164750505;ROXITHROMYCIN;J01FA06;Drug;0:0:0
PA166313325;ROZANOLIXIZUMAB;;Drug;0:0:0
PA164713242;RUBELLA VACCINES;J07BJ;Drug Class;0:2:0
PA166131606;RUFINAMIDE;;Drug;0:0:0
PA165107052;RUPATADINE;;Drug;0:0:0
PA166340101;RUSFERTIDE;;Drug;0:0:0
PA166123386;RUXOLITINIB;L01EJ01;Drug;0:0:0
PA166176123;RYANODINE;;Drug;0:1:0
PA166398001;SACITUZUMAB TIRUMOTECAN;;Drug;0:0:0
PA164754994;S-ADENOSYLMETHIONINE;;Drug, Biological Intermediate;0:0:4
PA450300;SALICYLATE-MAGNESIUM;;Drug;0:0:0
PA451428;SALICYLATE-SODIUM;;Drug;0:0:0
PA451299;SALICYLIC ACID;D01AE12, S01BC08;Drug;0:0:1
PA164713243;SALICYLIC ACID AND DERIVATIVES;N02BA;Drug Class;77:294:0
PA164713244;SALICYLIC ACID DERIVATIVES;P02DA;Drug Class;0:0:0
PA164713245;SALICYLIC ACID PREPARATIONS;D02AF;Drug Class;0:0:0
PA448715;SALMON CALCITONIN;H05BA01;Drug;0:0:0
PA164745462;SALSALATE;N02BA06;Drug;0:0:0
PA164713246;SALT SOLUTIONS;B05CB;Drug Class;0:0:0
PA166415161;SAPITINIB;;Drug;0:0:0
PA164746338;SAPRISARTAN;;Drug;0:0:0
PA451305;SAQUINAVIR;J05AE01;Drug;0:2:0
PA166182626;SAQUINAVIR / RITONAVIR;;Drug;0:0:0
PA165958501;SARACATINIB;;Drug;0:0:0
PA164748631;SARGRAMOSTIM;L03AA09;Drug;0:0:0
PA166197221;SARILUMAB;L04AC14;Drug;0:8:0
PA166235323;SATRALIZUMAB;L04AC19;Drug;0:0:0
PA164745371;SATUMOMAB PENDETIDE;V09IB02;Drug;0:0:0
PA166306941;SAVOLITINIB;;Drug;0:0:0
PA165958362;SAXAGLIPTIN;A10BH03;Drug;0:2:0
PA166049195;SC-560;;Drug;0:0:0
PA166289002;SCHISANDRIN;;Drug;0:0:0
PA166289003;SCHISANDROL B;;Drug;0:0:0
PA166289021;SCHISANHENOL;;Drug;0:0:0
PA166289001;SCHISANTHERIN A;;Drug;0:0:0
PA164713247;SCILLA GLYCOSIDES;C01AB;Drug Class;0:0:0
PA164713248;SCLEROSING AGENTS FOR LOCAL INJECTION;C05BB;Drug Class;0:0:0
PA451308;SCOPOLAMINE;A04AD01, N05CM05, S01FA02;Drug;0:0:0
PA166170903;SCUTELLARIN;;Drug;0:0:0
PA164784035;SECOBARBITAL;N05CA06;Drug;0:0:0
PA164713250;SECONDARY AND TERTIARY AMINES;C02BB;Drug Class;0:0:0
PA164713249;SECOND-GENERATION CEPHALOSPORINS;J01DC;Drug Class;0:0:0
PA164760844;SECRETIN;V04CK01;Drug;0:0:0
PA166300301;SECUKINUMAB;L04AC10;Drug;0:0:0
PA166400041;SELADELPAR;A05AX07;Drug;0:0:0
PA164713251;SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS;C08D;Drug Class;14:48:0
PA164713252;SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS;C08C;Drug Class;19:75:0
PA164713254;SELECTIVE ESTROGEN RECEPTOR MODULATORS;G03XC;Drug Class;6:18:0
PA164713255;SELECTIVE IMMUNOSUPPRESSANTS;L04AA;Drug Class;20:75:0
PA164713256;SELECTIVE SEROTONIN (5HT1) AGONISTS;N02CC;Drug Class;9:76:0
PA451319;SELENIUM;A12CE;Drug Class;0:0:0
PA164771240;SELENIUM SULFIDE;D01AE13;Drug;0:0:0
PA10489;SELENIUM SUPPLEMENTS;;Drug;0:0:0
PA166281602;SELEXIPAG;;Drug;0:2:0
PA166129529;SELUMETINIB;L01EE04;Drug;0:12:0
PA166305021;SEMAGLUTIDE;A10BJ06;Drug;0:4:1
PA133888890;SEMATILIDE;;Drug;0:0:0
PA131887911;SEMAXANIB;;Drug;0:0:0
PA151958365;SEMUSTINE;L01AD03;Drug;0:0:0
PA164713258;SENSITIVITY TESTS, DISCS AND TABLETS;V07AR;Drug Class;0:0:0
PA164713259;SENSITIZERS USED IN PHOTODYNAMIC/RADIATION THERAPY;L01XD;Drug Class;0:0:0
