Effect_subcat;Entity_Affected
SIDE_EFFECT:INTOLERABILITY;DISEASE:AUTISM_SPECTRUM_DISORDER
SIDE_EFFECT:OTOTOXICITY;DISEASE:NEOPLASMS
SIDE_EFFECT:CARDIOVASCULAR_EVENTS_(COMPOSITE_OF_CARDIAC_DEATH, MI, STENT_THROMBOSIS)_IN_KOREAN_PATIENTS_AFTER_PCI;
SIDE_EFFECT:INFECTIOUS_DISEASE;OTHER:OSTEOSARCOMA
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
OTHER:HEROIN_DEPENDENCE;
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:HEPATITIS_C_VIRUS_INFECTION
EFFICACY:BLUNTING_OF_ALCOHOL_CRAVING;
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:HEPATITIS_C_VIRUS_INFECTION
EFFICACY:HIGHER_RATE_OF_SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
EFFICACY:OVERALL_SURVIVAL;OTHER:NEOPLASMS
SIDE_EFFECT:DRUG_HYPERSENSITIVITY;
DISEASE:DRUG_TOXICITY;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:NEUTROPENIA;OTHER:COLORECTAL_NEOPLASMS, OTHER:METASTATIC_NEOPLASM
DISEASE:DRUG_TOXICITY;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:OVERDOSE;
SIDE_EFFECT:OVERDOSE;
SIDE_EFFECT:OVERDOSE;
DISEASE:DRUG_TOXICITY;DISEASE:COLORECTAL_NEOPLASMS
OTHER:OPIOID-RELATED_DISORDERS;
EFFICACY:PROGRESSION-FREE_SURVIVAL;
SIDE_EFFECT:ANEMIA;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:ALOPECIA, SIDE_EFFECT:LEUKOPENIA;DISEASE:INFLAMMATORY_BOWEL_DISEASES
EFFICACY:PROGRESSION-FREE_SURVIVAL;
EFFICACY:PROGRESSION-FREE_SURVIVAL, EFFICACY:OVERALL_SURVIVAL;OTHER:NEOPLASMS
OTHER:EXPRESSION_OF_ENZYME_CONTRIBUTING_TO_THE_METABOLISM;
DISEASE:DRUG_TOXICITY;DISEASE:RENAL_CELL_CARCINOMA
DISEASE:FATTY_LIVER_DISEASE;
SIDE_EFFECT:HYPERSENSITIVITY;DISEASE:INFECTIOUS_DISEASE
DISEASE:THROMBOCYTOPENIA;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:ADVERSE_EVENTS;OTHER:NEOPLASMS
DISEASE:NEUTROPENIA;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:OVER-ANTICOAGULATION;
DISEASE:HAND-FOOT_SYNDROME;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:MUCOSITIS;DISEASE:OSTEOSARCOMA
EFFICACY:PROGRESSION-FREE_SURVIVAL, EFFICACY:OVERALL_SURVIVAL;OTHER:NEOPLASMS
SIDE_EFFECT:MUCOSITIS;DISEASE:OSTEOSARCOMA
OTHER:SMOKING_CESSATION;OTHER:TOBACCO_USE_DISORDER
EFFICACY:METASTATIC_NEOPLASM;DISEASE:OSTEOSARCOMA
OTHER:PRE-ECLAMPSIA;OTHER:PREGNANCY
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;OTHER:TUBERCULOSIS
SIDE_EFFECT:WEIGHT_GAIN;DISEASE:SCHIZOPHRENIA
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;DISEASE:TUBERCULOSIS
DISEASE:DRUG_TOXICITY;DISEASE:BREAST_NEOPLASMS
DISEASE:DRUG_TOXICITY;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:ANEMIA;DISEASE:NON-SMALL_CELL_LUNG_CARCINOMA
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
EFFICACY:INTOXICATION;
DISEASE:TOXIC_LIVER_DISEASE;DISEASE:TUBERCULOSIS
SIDE_EFFECT:HYPERALGESIA;OTHER:PAIN
DISEASE:TOXIC_LIVER_DISEASE;DISEASE:TUBERCULOSIS
EFFICACY:OVERALL_SURVIVAL;DISEASE:OSTEOSARCOMA
EFFICACY:METASTATIC_NEOPLASM;DISEASE:OSTEOSARCOMA
SIDE_EFFECT:TOXIC_LIVER_DISEASE;DISEASE:OSTEOSARCOMA
EFFICACY:RECURRENCE_FREE_SURVIVAL;OTHER:BREAST_NEOPLASMS
PK:PLASMA_DRUG_LEVELS;OTHER:NO_DISEASE
OTHER:SUBSTANCE-RELATED_DISORDERS;
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
"""EFFICACY:PRIMARY_GRAFT_FAILURE"", ""EFFICACY:KIDNEY_TUBULAR_NECROSIS, ACUTE""";OTHER:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:POSTOPERATIVE_NAUSEA_AND_VOMITING;OTHER:POSTOPERATIVE_PAIN, OTHER:SCOLIOSIS
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
SIDE_EFFECT:DRUG_TOXICITY;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
SIDE_EFFECT:BUTYRYLCHOLINESTERASE_DEFICIENCY;
SIDE_EFFECT:BUTYRYLCHOLINESTERASE_DEFICIENCY;
DISEASE:THROMBOCYTOPENIA;DISEASE:NEOPLASMS
EFFICACY:PLATELET_REACTIVITY;OTHER:CARDIOVASCULAR_DISEASE
SIDE_EFFECT:SEDATION;DISEASE:SCHIZOAFFECTIVE_DISORDER, DISEASE:SCHIZOPHRENIA
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:NEOPLASMS
EFFICACY:PLATELET_REACTIVITY;OTHER:CARDIOVASCULAR_DISEASE
SIDE_EFFECT:POSTOPERATIVE_NAUSEA_AND_VOMITING;OTHER:POSTOPERATIVE_PAIN, OTHER:SCOLIOSIS
EFFICACY:PLATELET_REACTIVITY;OTHER:CARDIOVASCULAR_DISEASE
EFFICACY:RECURRENCE_FREE_SURVIVAL;OTHER:BREAST_NEOPLASMS
SIDE_EFFECT:DRUG_TOXICITY;OTHER:TUBERCULOSIS
SIDE_EFFECT:HAND-FOOT_SYNDROME;DISEASE:RENAL_CELL_CARCINOMA, DISEASE:GASTROINTESTINAL_STROMAL_TUMORS
DISEASE:TOBACCO_USE_DISORDER;
EFFICACY:PLATELET_REACTIVITY;OTHER:CARDIOVASCULAR_DISEASE
SIDE_EFFECT:HAND-FOOT_SYNDROME;DISEASE:RENAL_CELL_CARCINOMA, DISEASE:GASTROINTESTINAL_STROMAL_TUMORS
DISEASE:TOBACCO_USE_DISORDER;
EFFICACY:RECURRENCE_FREE_SURVIVAL;OTHER:BREAST_NEOPLASMS
SIDE_EFFECT:CARDIOTOXICITY;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA_OTHER:SARCOMA,OTHER:NEUROBLASTOMA, OTHER:OSTEOSARCOMA, OTHER:LYMPHOMA
DISEASE:TRANSPLANT_REJECTION;DISEASE:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;DISEASE:TUBERCULOSIS
SIDE_EFFECT:CARDIOTOXICITY;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA_OTHER:SARCOMA,OTHER:NEUROBLASTOMA, OTHER:OSTEOSARCOMA, OTHER:LYMPHOMA
EFFICACY:DEATH;OTHER:LUNG_NEOPLASMS
DISEASE:ANXIETY_DISORDERS;DISEASE:ANXIETY_DISORDERS
SIDE_EFFECT:STATIN-RELATED_MYOPATHY;
SIDE_EFFECT:TOXIC_EPIDERMAL_NECROLYSIS, SIDE_EFFECT:STEVENS-JOHNSON_SYNDROME;
SIDE_EFFECT:HYPERBILIRUBINEMIA;
DISEASE:RHABDOMYOLYSIS;DISEASE:CARDIOVASCULAR_DISEASE
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;DISEASE:TUBERCULOSIS
SIDE_EFFECT:HYPERBILIRUBINEMIA;
DISEASE:DRUG_TOXICITY;DISEASE:EPILEPSY
DISEASE:RHABDOMYOLYSIS;DISEASE:CARDIOVASCULAR_DISEASE
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
SIDE_EFFECT:SUICIDAL_IDEATION;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:ANGIOEDEMA;
DISEASE:RHABDOMYOLYSIS;DISEASE:CARDIOVASCULAR_DISEASE
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;DISEASE:TUBERCULOSIS
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;DISEASE:TUBERCULOSIS
SIDE_EFFECT:CARDIOTOXICITY;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA_OTHER:SARCOMA,OTHER:NEUROBLASTOMA, OTHER:OSTEOSARCOMA, OTHER:LYMPHOMA
SIDE_EFFECT:STATIN-RELATED_MYOPATHY;DISEASE:CARDIOVASCULAR_DISEASE
SIDE_EFFECT:STATIN-RELATED_MYOPATHY;DISEASE:CARDIOVASCULAR_DISEASE
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
SIDE_EFFECT:HYPERBILIRUBINEMIA;
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
PK:PLASMA_FREE_PHENYTOIN_CONCENTRATION;DISEASE:EPILEPSY
PK:PLASMA_FREE_PHENYTOIN_CONCENTRATION;DISEASE:EPILEPSY
DISEASE:HEROIN_DEPENDENCE;
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
DISEASE:DIABETES_MELLITUS;DISEASE:KIDNEY_TRANSPLANTATION
DISEASE:RHABDOMYOLYSIS;DISEASE:CARDIOVASCULAR_DISEASE
DISEASE:DRUG_TOXICITY;DISEASE:EPILEPSY
SIDE_EFFECT:STENT_THROMBOSIS;OTHER:PATIENTS_UNDERGOING_PERCUTANEOUS_CORONARY_INTERVENTION
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
SIDE_EFFECT:ASPIRIN-INDUCED_ASTHMA;DISEASE:ASTHMA
SIDE_EFFECT:STATIN-RELATED_MYOPATHY;
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;DISEASE:TUBERCULOSIS
SIDE_EFFECT:SEPSIS;OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;DISEASE:TUBERCULOSIS
OTHER:TOBACCO_USE_DISORDER;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:NEPHROTOXICITY_GRADES_1-4;DISEASE:OVARIAN_NEOPLASMS
SIDE_EFFECT:SEVERE_CUTANEOUS_ADVERSE_REACTIONS;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
DISEASE:ANEMIA;DISEASE:OVARIAN_NEOPLASMS
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:NEUTROPENIA_GRADE_3-4;DISEASE:OVARIAN_NEOPLASMS
SIDE_EFFECT:SEVERE_CUTANEOUS_ADVERSE_REACTIONS;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:HEMORRHAGIC_TRANSFORMATION;DISEASE:STROKE
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
EFFICACY:PROGRESSION-FREE_SURVIVAL, EFFICACY:OVERALL_SURVIVAL;OTHER:LYMPHOMA, LARGE_B-CELL*^DIFFUSE
DISEASE:DEATH;DISEASE:STROKE
EFFICACY:OVERALL_SURVIVAL, EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:ALCOHOL_ABUSE;
OTHER:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:NEUTROPENIA_GRADE_3-4;DISEASE:OVARIAN_NEOPLASMS
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:NEUTROPENIA_GRADE_3-4;DISEASE:OVARIAN_NEOPLASMS
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:PROSTATIC_NEOPLASMS
SIDE_EFFECT:NAUSEA, SIDE_EFFECT:FATIGUE, SIDE_EFFECT:DEPRESSION;OTHER:PAIN, OTHER:NEOPLASMS
EFFICACY:OVERALL_SURVIVAL;OTHER:CARCINOMA, SQUAMOUS_CELL
DISEASE:HYPERBILIRUBINEMIA;OTHER:HIV
EFFICACY:RAPID_VIROLOGICAL_RESPONSE_(RVR), EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
SIDE_EFFECT:ALCOHOL_ABUSE;
OTHER:DISCONTINUATION;DISEASE:RHEUMATOID_ARTHRITIS
OTHER:DISCONTINUATION;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:NEOPLASMS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
EFFICACY:RAPID_VIROLOGICAL_RESPONSE_(RVR), EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
EFFICACY:RAPID_VIROLOGICAL_RESPONSE_(RVR), EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:FEVER, SIDE_EFFECT:MUCOSITIS;OTHER:MEDULLOBLASTOMA, OTHER:GLIOBLASTOMA,OTHER:ASTROCYTOMA, OTHER:BRAIN_NEOPLASMS
OTHER:HEROIN_DEPENDENCE;
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);DISEASE:CHRONIC_HEPATITIS_C_VIRUS_INFECTION
OTHER:SMOKING_CESSATION;OTHER:TOBACCO_USE_DISORDER
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
SIDE_EFFECT:ALCOHOL_ABUSE;
OTHER:SMOKING_CESSATION;OTHER:TOBACCO_USE_DISORDER
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);
SIDE_EFFECT:ELEVATED_LIVER_ENZYMES;OTHER:RHEUMATOID_ARTHRITIS
EFFICACY:DISEASE_ACTIVITY_SCORE_28_IN_RHEUMATOID_ARTHRITIS;DISEASE:RHEUMATOID_ARTHRITIS
SIDE_EFFECT:ADVERSE_EVENTS;OTHER:NON-SMALL_CELL_LUNG_CARCINOMA
EFFICACY:SUSTAINED_VIROLOGICAL_RESPONSE_(SVR);
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:NEOPLASMS
SIDE_EFFECT:DRUG_TOXICITY;DISEASE:NEOPLASMS
OTHER:OPIOID-RELATED_DISORDERS;
EFFICACY:RECURRENCE_FREE_SURVIVAL;OTHER:BREAST_NEOPLASMS
OTHER:SMOKING_CESSATION;OTHER:TOBACCO_USE_DISORDER
EFFICACY:OVERALL_SURVIVAL;DISEASE:BREAST_NEOPLASMS
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
EFFICACY:RELAPSE;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:MINIMAL_RESIDUAL_DISEASE;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:BREAST_NEOPLASMS
EFFICACY:RECURRENCE;OTHER:BREAST_NEOPLASMS
OTHER:PLATELET_AGGREGATION_WITH_EPINEPHRINE;DISEASE:ACUTE_CORONARY_SYNDROME
EFFICACY:OVERALL_SURVIVAL;
SIDE_EFFECT:HEARING_AND_VISION-RELATED_SIDE-EFFECTS;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:GENERAL_SIDE-EFFECT_BURDEN;DISEASE:MAJOR_DEPRESSIVE_DISORDER
SIDE_EFFECT:SEVERE_CUTANEOUS_ADVERSE_REACTIONS;
SIDE_EFFECT:ASPIRIN_INTOLERANCE;DISEASE:ASTHMA
EFFICACY:STRONGER_AGGREAGTION;DISEASE:CORONARY_ARTERY_DISEASE
SIDE_EFFECT:CARDIOTOXICITY;OTHER:HODGKIN_DISEASE, OTHER:SARCOMA
SIDE_EFFECT:DIABETES_MELLITUS;OTHER:KIDNEY_TRANSPLANTATION
SIDE_EFFECT:DRUG_TOXICITY;
OTHER:COVID-19;OTHER:COVID-19
EFFICACY:CLOPIDOGREL_RESISTANCE;DISEASE:CORONARY_ARTERY_DISEASE
EFFICACY:PLATELET_REACTIVITY;OTHER:TRANSIENT_ISCHEMIC_ATTACK, OTHER:STROKE
EFFICACY:NON-RESPONSE;DISEASE:CORONARY_ARTERY_DISEASE
EFFICACY:NET_DECREASE_IN_AA-INDUCED_PLATELET_AGGREGATION_AFTER_ASPIRIN_TREATMENT;
PK:6-MMPN_LEVELS;DISEASE:ACUTE_LYMPHOBLASTIC_LEUKEMIA
DISEASE:BREAST_NEOPLASMS;DISEASE:HODGKIN_DISEASE
EFFICACY:RECURRENCE;OTHER:BREAST_NEOPLASMS
DISEASE:GASTROINTESTINAL_HEMORRHAGE;
EFFICACY:PLATELET_REACTIVITY;OTHER:TRANSIENT_ISCHEMIC_ATTACK, OTHER:STROKE
SIDE_EFFECT:CARDIOTOXICITY;OTHER:HODGKIN_DISEASE, OTHER:SARCOMA
OTHER:COVID-19;
EFFICACY:RECURRENCE;OTHER:BREAST_NEOPLASMS
SIDE_EFFECT:DRUG_TOXICITY;
OTHER:PAIN;OTHER:DENTAL_CARIES, OTHER:TOOTH_DISORDER,OTHER:TOOTHACHE
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;
SIDE_EFFECT:MAJOR_ADVERSE_CARDIAC_EVENTS_(MACE);DISEASE:ACUTE_CORONARY_SYNDROME
SIDE_EFFECT:DRUG_HYPERSENSITIVITY;
OTHER:WARFARIN_DOSE;
SIDE_EFFECT:DRUG_HYPERSENSITIVITY;
PK:MEAN_PLASMA_AUC;
EFFICACY:KIDNEY_DISORDER;
EFFICACY:OVERALL_SURVIVAL;DISEASE:MULTIPLE_MYELOMA
EFFICACY:OVERALL_SURVIVAL;DISEASE:MULTIPLE_MYELOMA
DISEASE:WEIGHT_GAIN;DISEASE:SCHIZOPHRENIA
DISEASE:WEIGHT_GAIN;DISEASE:SCHIZOPHRENIA
OTHER:SMOKING;
OTHER:SMOKING;
EFFICACY:ALCOHOL_ABUSE;OTHER:ALCOHOL-RELATED_DISORDERS
PK:GLUCURONIDATION_OF_NICOTINE;
PK:NICOTINE_GLUCURONIDATION;
DISEASE:WEIGHT_GAIN;DISEASE:SCHIZOPHRENIA
EFFICACY:KIDNEY_DISORDER;
DISEASE:PSYCHOTIC_DISORDER;DISEASE:SUBSTANCE-RELATED_DISORDERS
SIDE_EFFECT:MUCOSITIS;OTHER:LYMPHOMA, OTHER:OSTEOSARCOMA,OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:OVERALL_SURVIVAL, EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:HEPATOCELLULAR_CARCINOMA
DISEASE:KIDNEY_FAILURE;DISEASE:ALZHEIMER_DISEASE
SIDE_EFFECT:TOXIC_EPIDERMAL_NECROLYSIS, SIDE_EFFECT:STEVENS-JOHNSON_SYNDROME;
DISEASE:OBESITY;
SIDE_EFFECT:CARDIOTOXICITY;OTHER:HODGKIN_DISEASE, OTHER:SARCOMA
OTHER:ALCOHOL_ABUSE;
SIDE_EFFECT:TOXIC_EPIDERMAL_NECROLYSIS, SIDE_EFFECT:STEVENS-JOHNSON_SYNDROME;
SIDE_EFFECT:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;DISEASE:HIV_INFECTIOUS_DISEASE
EFFICACY:RESPONSE_(HEART-RATE_LOWERING);DISEASE:HEART_FAILURE
SIDE_EFFECT:DIARRHEA;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:CARDIOTOXICITY;OTHER:HODGKIN_DISEASE, OTHER:SARCOMA
EFFICACY:OVERALL_SURVIVAL;DISEASE:ACUTE_MYELOID_LEUKEMIA
SIDE_EFFECT:TOXIC_EPIDERMAL_NECROLYSIS, SIDE_EFFECT:STEVENS-JOHNSON_SYNDROME;
SIDE_EFFECT:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;OTHER:BREAST_NEOPLASMS, OTHER:COLORECTAL_NEOPLASMS
SIDE_EFFECT:FASTING_GLUCOSE;DISEASE:HYPERTENSION
SIDE_EFFECT:HAND-FOOT_SYNDROME;
SIDE_EFFECT:DIARRHEA;DISEASE:COLORECTAL_NEOPLASMS
SIDE_EFFECT:HYPERTENSION;
EFFICACY:REDUCED_PROGRESSION-FREE_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:DOSE_REDUCTIONS_DUE_TO_TOXICITY;DISEASE:RENAL_CELL_CARCINOMA
SIDE_EFFECT:ADVERSE_EVENTS;
SIDE_EFFECT:DRUG-INDUCED_LIVER_INJURY;OTHER:BREAST_NEOPLASMS
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:RENAL_CELL_CARCINOMA
EFFICACY:HEART_TRANSPLANTATION, EFFICACY:DEATH;OTHER:HEART_FAILURE
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:CORONARY_RESTENOSIS, EFFICACY:DISEASE_PROGRESSION;OTHER:CORONARY_DISEASE
SIDE_EFFECT:TOXIC_EPIDERMAL_NECROLYSIS, SIDE_EFFECT:STEVENS-JOHNSON_SYNDROME;
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
SIDE_EFFECT:EXANTHEMA;DISEASE:RENAL_CELL_CARCINOMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
OTHER:COVID-19;OTHER:COVID-19
SIDE_EFFECT:MUCOSITIS;OTHER:BREAST_NEOPLASMS
SIDE_EFFECT:MUCOSITIS;OTHER:LYMPHOMA, OTHER:OSTEOSARCOMA,OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
EFFICACY:CORONARY_RESTENOSIS, EFFICACY:DISEASE_PROGRESSION;OTHER:CORONARY_DISEASE
SIDE_EFFECT:SEVERE_CUTANEOUS_ADVERSE_REACTIONS;
SIDE_EFFECT:SEVERE_CUTANEOUS_ADVERSE_REACTIONS;
SIDE_EFFECT:PERIPHERAL_NERVOUS_SYSTEM_DISEASES;OTHER:BREAST_NEOPLASMS, OTHER:COLORECTAL_NEOPLASMS
EFFICACY:BRONCHODILATOR_RESPONSE_(FEV1);DISEASE:ASTHMA
SIDE_EFFECT:THROMBOCYTOPENIA;
OTHER:COCAINE_DEPENDENCE;
OTHER:COCAINE_DEPENDENCE;
SIDE_EFFECT:HYPERBILIRUBINEMIA;
SIDE_EFFECT:DIARRHEA;
SIDE_EFFECT:MUCOSITIS;OTHER:LYMPHOMA, OTHER:OSTEOSARCOMA,OTHER:ACUTE_LYMPHOBLASTIC_LEUKEMIA
OTHER:COVID-19;OTHER:COVID-19
OTHER:20%_AND_17%_LESS_INHIBITION_OF_PLATELET_AGGREGATION_WITH_CRANGRELOR_(0.05_AND_0.25_MICROM)_IN-VITRO;
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:HEPATOCELLULAR_CARCINOMA
SIDE_EFFECT:TOXICITY;DISEASE:PROSTATIC_NEOPLASMS
DISEASE:LEUKOPENIA;DISEASE:INFLAMMATORY_BOWEL_DISEASES
EFFICACY:PROGRESSION-FREE_SURVIVAL;DISEASE:HEPATOCELLULAR_CARCINOMA
EFFICACY:OVERALL_SURVIVAL;DISEASE:HEPATOCELLULAR_CARCINOMA
EFFICACY:POOR_RESPONSE;DISEASE:ASTHMA
EFFICACY:TUMOR_RESPONSE_RATE;DISEASE:COLORECTAL_NEOPLASMS
EFFICACY:OVERALL_SURVIVAL;DISEASE:HEPATOCELLULAR_CARCINOMA
SIDE_EFFECT:INTERVAL_OF_THERAPY_TO_LEUKOPENIA_ONSET;DISEASE:LEUKOPENIA
SIDE_EFFECT:PSORIASIS;DISEASE:PSORIASIS
OTHER:WARFARIN_DOSE;
DISEASE:LEUKOPENIA;DISEASE:CROHN_DISEASE
SIDE_EFFECT:PSORIASIS;DISEASE:PSORIASIS
SIDE_EFFECT:PSORIASIS;DISEASE:PSORIASIS
DISEASE:LEUKOPENIA;DISEASE:CROHN_DISEASE
PK:PROLONGED_HIGH_CONCENTRATIONS;DISEASE:LEUKEMIA
OTHER:WARFARIN_DOSE;
DISEASE:ALCOHOL_ABUSE;
