ATC;COD_ATC;Descripcion;;;;;;
5;L02AE03;GOSERELINA;;;;;;
5;L02AE04;TRIPTORELINA;;;;;;
5;L02AE05;Histrelina;;;;;;
4;L02AX;OTRAS HORMONAS;;;;;;
5;L02AXNE;OTRAS HORMONAS NE;;;;;;
3;L02B;ANTAGONISTAS HORMONALES Y SUSTANCIAS RELACIONADAS;;;;;;
4;L02BA;ANTIESTROGENOS (TERAPIA ENDOCRINA);;;;;;
5;L02BA01;TAMOXIFENO;;;;;;
5;L02BA02;TOREMIFENO;;;;;;
5;L02BA03;FULVESTRANT;;;;;;
4;L02BB;ANTIANDROGENOS (TERAPIA ENDOCRINA);;;;;;
5;L02BB01;FLUTAMIDA;;;;;;
5;L02BB02;NILUTAMIDA;;;;;;
5;L02BB03;BICALUTAMIDA;;;;;;
5;L02BB04; Enzalutamida;;;;;;
5;L02BB05;APALUTAMIDA;;;;;;
5;L02BB06;Darolutamida;;;;;;
4;L02BG;INHIBIDORES ENZIMATICOS (TERAPIA ENDOCRINA);;;;;;
5;L02BG01;AMINOGLUTETIMIDA;;;;;;
5;L02BG02;FORMESTANO;;;;;;
5;L02BG03;ANASTROZOL;;;;;;
5;L02BG04;LETROZOL;;;;;;
5;L02BG06;EXEMESTANO;;;;;;
5;L02BGNE;INHIBIDORES ENZIMATICOS (TERAPIA ENDOCRINA) NE;;;;;;
4;L02BX;OTROS ANTAGONISTAS HORMONALES Y SUSTANC.RELAC.(TERAP.ENDOCR);;;;;;
5;L02BX01;ABARELIX;;;;;;
5;L02BX02;DEGARELIX;;;;;;
5;L02BX03;ABIRATERONE;;;;;;
5;L02BXNE;OTROS ANTAGONISTAS HORMONALES Y SUSTANC.RELAC.(TERAP.ENDOCR) NE;;;;;;
2;L03;INMUNOESTIMULANTES;;;;;;
3;L03A;CITOKINAS E INMUNOMODULADORES;;;;;;
4;L03AA;FACTORES ESTIMULANTES DE COLONIA (INMUNOESTIMULANTES);;;;;;
5;L03AA02;FILGRASTIM;;;;;;
5;L03AA03;MOLGRAMOSTIM;;;;;;
5;L03AA09;SARGRAMOSTIM;;;;;;
5;L03AA10;LENOGRASTIM;;;;;;
5;L03AA12;ANCESTIM;;;;;;
5;L03AA13;PEGFILGRASTIM;;;;;;
5;L03AA14;Lipegfilgrastim;;;;;;
4;L03AB;INTERFERONES (INMUNOESTIMULANTES);;;;;;
5;L03AB01;INTERFERON ALFA NATURAL;;;;;;
5;L03AB02;INTERFERON BETA NATURAL;;;;;;
5;L03AB03;INTERFERON GAMMA;;;;;;
5;L03AB04;INTERFERON ALFA-2A;;;;;;
5;L03AB05;INTERFERON ALFA-2B;;;;;;
5;L03AB06;INTERFERON ALFA-N1;;;;;;
5;L03AB07;INTERFERON BETA-1A;;;;;;
5;L03AB08;INTERFERON BETA-1B;;;;;;
5;L03AB09;INTERFERON ALFACON-1;;;;;;
5;L03AB10;PEGINTERFERON ALFA-2B;;;;;;
5;L03AB11;PEGINTERFERON ALFA-2A;;;;;;
5;L03AB12;ALBINTERFERON ALFA-2B;;;;;;
5;L03AB13;Peginterferon beta-1a;;;;;;
5;L03AB60;PEG-INTERFERON ALFA 2-B EN ASOCIACION;;;;;;
5;L03ABNE;INTERFERONES (INMUNOESTIMULANTES) NE;;;;;;
4;L03AC;INTERLEUKINAS (INMUNOESTIMULANTES);;;;;;
5;L03AC01;ALDESLEUKIN;;;;;;
5;L03AC02;OPRELVEKIN;;;;;;
4;L03AX;OTRAS CITOKINAS E INMUNOMODULADORES;;;;;;
5;L03AX01;LENTINAN;;;;;;
5;L03AX02;ROQUINIMEX;;;;;;
5;L03AX03;VACUNA BCG;;;;;;
5;L03AX04;PEGADEMASA;;;;;;
5;L03AX05;PIDOTIMOD;;;;;;
5;L03AX07;POLI I:C;;;;;;
5;L03AX08;POLI ICLC;;;;;;
5;L03AX09;TIMOPENTINA;;;;;;
5;L03AX10;INMUNOCACIN;;;;;;
5;L03AX11;TASONERMIN;;;;;;
5;L03AX12;VACUNA DEL MELANOMA;;;;;;
5;L03AX13;GLATIRAMERO ACETATO;;;;;;
5;L03AX14;HISTAMINA DIHIDROCLORURO;;;;;;
5;L03AX15;MIFAMURTIDA;;;;;;
5;L03AX16;PLERIXAFOR;;;;;;
5;L03AX91;FOSFOGLICOPEPTICAL;;;;;;
5;L03AX92;PROCODAZOL;;;;;;
5;L03AX93;MYCOBACTERIUM BOVIS;;;;;;
5;L03AX94;TIMOESTIMULINA;;;;;;
5;L03AX95;Linfocitos T alogenicos modificados geneticamente ;;;;;;
5;L03AXNE;OTRAS CITOKINAS E INMUNOMODULADORES NE;;;;;;
2;L04;INMUNOSUPRESORES;;;;;;
3;L04A;INMUNOSUPRESORES;;;;;;
4;L04AA;INMUNOSUPRESORES SELECTIVOS;;;;;;
5;L04AA02;MUROMONAB-CD3;;;;;;
5;L04AA03;INMUNOGLOBULINA ANTILINFOCITICA CABALLO;;;;;;
5;L04AA04;INMUNOGLOBULINA ANTITIMOCITICA CONEJO;;;;;;
5;L04AA06;MICOFENOLICO ACIDO;;;;;;
5;L04AA10;SIROLIMUS;;;;;;
5;L04AA13;LEFLUNOMIDA;;;;;;
5;L04AA18;EVEROLIMUS;;;;;;
5;L04AA21;EFALIZUMAB;;;;;;
5;L04AA22;ABETIMUS;;;;;;
5;L04AA23;NATALIZUMAB;;;;;;
5;L04AA24;ABATACEPT;;;;;;
5;L04AA25;ECULIZUMAB;;;;;;
5;L04AA26;BELIMUMAB;;;;;;
5;L04AA27;FINGOLIMOD;;;;;;
5;L04AA28;BELATACEPT;;;;;;
5;L04AA29; Tofacitinib;;;;;;
5;L04AA31;Teriflunomida;;;;;;
5;L04AA32;apremilast�;;;;;;
5;L04AA33;Vedolizumab;;;;;;
5;L04AA34;Alemtuzumab;;;;;;
5;L04AA36;Ocrelizumab;;;;;;
5;L04AA37; Baricitinib;;;;;;
5;L04AA40;Cladribina;;;;;;
5;L04AA44;Upadacitinib;;;;;;
5;L04AANE;INMUNOSUPRESORES SELECTIVOS NE;;;;;;
4;L04AB;INHIBIDORES DEL FACTOR DE NECROSIS TUMORAL ALFA (TNF-ALFA);;;;;;
5;L04AB01;ETANERCEPT;;;;;;
5;L04AB02;INFLIXIMAB;;;;;;
5;L04AB03;AFELIMOMAB;;;;;;
5;L04AB04;ADALIMUMAB;;;;;;
5;L04AB05;CERTOLIZUMAB PEGOL;;;;;;
5;L04AB06;GOLIMUMAB;;;;;;
4;L04AC;INHIBIDORES DE LA INTERLEUCINA (INMUMOSUPRESORES);;;;;;
5;L04AC01;DACLIZUMAB;;;;;;
5;L04AC02;BASILIXIMAB;;;;;;
5;L04AC03;ANAKINRA;;;;;;
5;L04AC04;RILONACEPT;;;;;;
5;L04AC05;USTEKINUMAB;;;;;;
5;L04AC06;Mepolizumab;;;;;;
5;L04AC07;TOCILIZUMAB;;;;;;
5;L04AC08;CANAKINUMAB;;;;;;
5;L04AC09;BRIAKINUMAB;;;;;;
5;L04AC10;Secukinumab;;;;;;
5;L04AC11;Siltuximab;;;;;;
5;L04AC12; Brodalumab;;;;;;
5;L04AC13;Ixekizumab;;;;;;
5;L04AC14; Sarilumab;;;;;;
5;L04AC16; Guselkumab;;;;;;
5;L04AC17;Tildrakizumab;;;;;;
5;L04AC18;Risankizumab;;;;;;
5;L04ACNE;INHIBIDORES DE LA INTERLEUCINA (INMUMOSUPRESORES) NE;;;;;;
4;L04AD;INHIBIDORES DE LA CALCINEURINA;;;;;;
5;L04AD01;CICLOSPORINA;;;;;;
5;L04AD02;TACROLIMUS;;;;;;
5;L04AD03;VOCLOSPORIN;;;;;;
4;L04AX;OTROS INMUNOSUPRESORES;;;;;;
5;L04AX01;AZATIOPRINA;;;;;;
5;L04AX02;TALIDOMIDA;;;;;;
5;L04AX03;METOTREXATO;;;;;;
5;L04AX04;LENALIDOMIDA;;;;;;
5;L04AX05;PIRFENIDONA;;;;;;
5;L04AX06;Pomalidomida;;;;;;
5;L04AX07;Dimetil fumarato;;;;;;
5;L04AX08;Darvadstrocel;;;;;;
5;L04AXNE;OTROS INMUNOSUPRESORES NE;;;;;;
1;M;SISTEMA MUSCULO-ESQUELETICO;;;;;;
2;M01;ANTIINFLAMATORIOS Y ANTIREUMATICOS;;;;;;
3;M01A;ANTIINFLAMATORIOS Y ANTIREUMATICOS NO ESTEROIDEOS;;;;;;
4;M01AA;BUTILPIRAZOLIDINAS (ANTIINFLAMAT.NO ESTEORIDEOS);;;;;;
5;M01AA01;FENILBUTAZONA;;;;;;
5;M01AA03;OXIFENBUTAZONA;;;;;;
5;M01AA91;FECLOBUZONA;;;;;;
5;M01AA92;SUXIBUZONA;;;;;;
5;M01AA93;BENZPIPERILONA;;;;;;
5;M01AANE;BUTILPIRAZOLIDINAS (ANTIINFLAMAT.NO ESTEORIDEOS) NE;;;;;;
4;M01AB;DERIVADOS DEL ACIDO ACETICO Y SUSTANC.RELACIONADAS (AINES);;;;;;
5;M01AB01;INDOMETACINA;;;;;;
5;M01AB02;SULINDACO;;;;;;
5;M01AB03;TOLMETINA;;;;;;
5;M01AB04;ZOMEPIRACO;;;;;;
5;M01AB05;DICLOFENACO;;;;;;
5;M01AB06;ALCLOFENACO;;;;;;
5;M01AB07;BUMADIZONA;;;;;;
5;M01AB10;FENTIAZACO;;;;;;
5;M01AB11;ACEMETACINA;;;;;;
5;M01AB13;OXAMETAZINA;;;;;;
5;M01AB14;PROGLUMETACINA;;;;;;
5;M01AB15;KETOROLACO;;;;;;
5;M01AB16;ACECLOFENACO;;;;;;
5;M01AB17;BUFEXAMAC;;;;;;
5;M01AB51;INDOMETACINA EN ASOCIACION;;;;;;
5;M01AB55;DICLOFENACO EN ASOCIACION;;;;;;
5;M01AB91;DICLOFENACO ASOCIADO A MISOPROSTOL;;;;;;
5;M01AB92;GLUCAMETACINA;;;;;;
4;M01AC;OXICAMS (AINES);;;;;;
5;M01AC01;PIROXICAM;;;;;;
5;M01AC02;TENOXICAM;;;;;;
5;M01AC04;DROXICAM;;;;;;
5;M01AC05;LORNOXICAM;;;;;;
5;M01AC06;MELOXICAM;;;;;;
4;M01AE;DERIVADOS DEL ACIDO PROPIONICO (AINES);;;;;;
5;M01AE01;IBUPROFENO;;;;;;
5;M01AE02;NAPROXENO;;;;;;
5;M01AE03;KETOPROFENO;;;;;;
5;M01AE04;FENOPROFENO;;;;;;
5;M01AE05;FENBUFEN;;;;;;
5;M01AE09;FLURBIPROFENO;;;;;;
5;M01AE11;TIAPROFENICO ACIDO;;;;;;
5;M01AE12;OXAPROCINO;;;;;;
5;M01AE13;IBUPROXAM;;;;;;
5;M01AE14;DEXIBUPROFENO;;;;;;
5;M01AE17;DEXKETOPROFEN;;;;;;
5;M01AE18;NAPROXCINOD;;;;;;
5;M01AE51;IBUPROFENO EN ASOCIACION;;;;;;
5;M01AE52;NAPROXENO ASOCIADO A ESOMEPRAZOL;;;;;;
5;M01AE53;KETOPROFENO EN ASOCIACION;;;;;;
5;M01AE91;BUTIBUFENO;;;;;;
5;M01AE92;IBUPROFENO ARGININA;;;;;;
5;M01AE93;IBUPROFENO LISINA;;;;;;
4;M01AG;FENAMATOS (AINES);;;;;;
5;M01AG01;MEFENAMICO ACIDO;;;;;;
5;M01AG04;MECLOFENAMICO ACIDO;;;;;;
4;M01AH;COXIBS (AINES);;;;;;
5;M01AH01;CELECOXIB;;;;;;
5;M01AH02;ROFECOXIB;;;;;;
5;M01AH03;VALDECOXIB;;;;;;
5;M01AH04;PARECOXIB;;;;;;
5;M01AH05;ETORICOXIB;;;;;;
5;M01AH06;LUMIRACOXIB;;;;;;
5;M01AHNE;COXIBS (AINES) NE;;;;;;
4;M01AX;OTROS ANTIINFLAMATORIOS Y ANTIREUMATICOS NO ESTREOIDEOS;;;;;;
5;M01AX01;NABUMETONA;;;;;;
5;M01AX02;NIFLUMICO ACIDO;;;;;;
5;M01AX05;GLUCOSAMINA;;;;;;
5;M01AX12;GLUCOSAMINAGLUCONATO, POLISULFATO;;;;;;
5;M01AX14;ORGOTEINA;;;;;;
5;M01AX17;NIMESULIDA;;;;;;
5;M01AX18;FEPRAZONA;;;;;;
5;M01AX21;DIACEREINA;;;;;;
5;M01AX22;MORNIFLUMATO;;;;;;
5;M01AX23;TENIDAP;;;;;;
5;M01AX24;OXACEPROL;;;;;;
5;M01AX25;CONDROITIN SULFATO;;;;;;
5;M01AX74;OXACEPROL EN ASOCIACION;;;;;;
5;M01AX91;GLUCOSAMINA+CONDROITIN SULFATO;;;;;;
5;M01AX93;ISONIXINA;;;;;;
5;M01AXNE;OTROS ANTIINFLAMATORIOS Y ANTIREUMATICOS NO ESTREOIDEOS NE;;;;;;
3;M01B;ASOCIACIONES DE ANTIINFLAMATORIOS/ANTIRREUMATICOS;;;;;;
4;M01BA;ASOCIACIONES DE ANTIINFLAMATORIOS/ANTIREUMATIC+CORTICOIDES;;;;;;
5;M01BA91;INDOMETACINA+BETAMETASONA;;;;;;
5;M01BA92;INDOMETACINA+PREDNISONA;;;;;;
4;M01BX;OTROS ANTIINFLAMAT/ANTIRREUMATICOS EN ASOCIACION;;;;;;
5;M01BX91;CORTICOIDES ASOCIACIADOS A VITAMINAS;;;;;;
5;M01BXNE;OTROS ANTIINFLAMAT/ANTIRREUMATICOS EN ASOCIACION NE;;;;;;
3;M01C;ANTIREUMATICOS SELECTIVOS;;;;;;
4;M01CB;PREPARADOS DE ORO (ANTIREUMATICOS);;;;;;
5;M01CB01;AUROTIOMALATO SODICO;;;;;;
5;M01CB03;AURANOFINA;;;;;;
4;M01CC;PENICILAMINA Y SIMILARES (ANTIREUMATICOS);;;;;;
5;M01CC01;PENICILAMINA;;;;;;
4;M01CX;OTROS AGENTES ANTIRREUMATICOS ESPECIFICOS;;;;;;
5;M01CXNE;OTROS AGENTES ANTIRREUMATICOS ESPECIFICOS NE;;;;;;
2;M02;PRODUCTOS TOPICOS PARA DOLOR ARTICULAR Y MUSCULAR;;;;;;
3;M02A;PRODUCTOS TOPICOS PARA DOLOR ARTICULAR Y MUSCULAR;;;;;;
4;M02AA;ANTIINFLAMATORIOS NO ESTEROIDEOS PARA USO TOPICO;;;;;;
5;M02AA01;FENILBUTAZONA;;;;;;
5;M02AA05;BENCIDAMINA;;;;;;
5;M02AA06;ETOFENAMATO;;;;;;
5;M02AA07;PIROXICAM;;;;;;
5;M02AA08;FELBINACO;;;;;;
5;M02AA10;KETOPROFENO;;;;;;
5;M02AA12;NAPROXENO;;;;;;
5;M02AA13;IBUPROFENO;;;;;;
5;M02AA14;FENTIAZACO;;;;;;
5;M02AA15;DICLOFENACO;;;;;;
5;M02AA17;NIFLUMICO ACIDO;;;;;;
5;M02AA22;SUXIBUZONA;;;;;;
5;M02AA23;INDOMETACINA;;;;;;
5;M02AA25;ACECLOFENACO;;;;;;
5;M02AA26;NIMESULIDA;;;;;;
5;M02AA27;Dexketoprofeno;;;;;;
5;M02AA28;Piketoprofeno;;;;;;
5;M02AA51;FENILBUTAZONA EN ASOCIACION;;;;;;
5;M02AA55;BENCIDAMINA EN ASOCIACION;;;;;;
5;M02AA92;MABUPROFENO;;;;;;
5;M02AA93;IBUPROXAM;;;;;;
5;M02AA94;BUTIBUFENO;;;;;;
5;M02AA96;DEXKETOPROFEN;;;;;;
5;M02AA97;PIKETOPROFENO;;;;;;
5;M02AA99;FEPRADINOL;;;;;;
5;M02AANE;ANTIINFLAMATORIOS NO ESTEROIDEOS PARA USO TOPICO NE;;;;;;
4;M02AB;CAPSAICINA Y SIMILARES;;;;;;
5;M02AB01;CAPSAICINA;;;;;;
5;M02ABNE;CAPSAICINA Y SIMILARES NE;;;;;;
4;M02AC;PREPARADOS CON AC.SALICILICO Y DERIV.(AINES TOPIC);;;;;;
5;M02AC91;SALICILATO PICOLAMINA;;;;;;
5;M02AC92;SALICILICO ACIDO EN ASOCIACION;;;;;;
5;M02ACNE;PREPARADOS CON AC.SALICILICO Y DERIV.(AINES TOPIC) NE;;;;;;
4;M02AX;OTROS PROD.TOPICOS PARA DOLOR ARTICULAR Y MUSCULAR;;;;;;
5;M02AX03;DIMETIL SULFOXIDO;;;;;;
5;M02AX05;IDROCILAMIDA;;;;;;
5;M02AX10;ALCOHOL ALCANFORADO;;;;;;
5;M02AX92;ALCOHOL DE ROMERO;;;;;;
5;M02AX93;NONIVAMIDA+NICOTINICO ACIDO;;;;;;
5;M02AX94;CIMENO;;;;;;
5;M02AXNE;OTROS PROD.TOPICOS PARA DOLOR ARTICULAR Y MUSCULAR NE;;;;;;
2;M03;RELAJANTES MUSCULARES;;;;;;
3;M03A;RELAJANTES MUSCULARES DE ACCION PERIFERICA;;;;;;
4;M03AA;ALCALOIDES DEL CURARE (RELAJANTES MUSCULARES);;;;;;
5;M03AA01;ALCURONIO;;;;;;
5;M03AA02;TUBOCURARINA;;;;;;
4;M03AB;DERIVADOS DE LA COLINA (RELAJANTES MUSCULARES);;;;;;
5;M03AB01;SUXAMETONIO;;;;;;
4;M03AC;OTROS COMPUESTOS DE AMONIO CUATERNARIO (RELAJ.MUSC;;;;;;
5;M03AC01;PANCURONIO;;;;;;
5;M03AC02;GALAMINA;;;;;;
5;M03AC03;VECURONIO;;;;;;
5;M03AC04;ATRACURIO;;;;;;
5;M03AC09;ROCURONIO BROMURO;;;;;;
5;M03AC10;MIVACURIO;;;;;;
5;M03AC11;CISATRACURIO;;;;;;
4;M03AX;OTROS RELAJANTES MUSCULARES;;;;;;
5;M03AX01;TOXINA BOTULINICA;;;;;;
3;M03B;RELAJANTES MUSCULARES DE ACCION CENTRAL;;;;;;
4;M03BA;ESTERES DEL ACIDO CARBAMICO (RELAJANTES MUSCULARES;;;;;;
5;M03BA02;CARISOPRODOL;;;;;;
5;M03BA03;METOCARBAMOL;;;;;;
5;M03BA52;CARISOPRODOL EN ASOCIACION;;;;;;
5;M03BA53;METOCARBAMOL EN ASOCIACION;;;;;;
4;M03BX;OTROS RELAJANTES MUSCULARES DE ACCION CENTRAL;;;;;;
5;M03BX01;BACLOFENO;;;;;;
5;M03BX02;TIZANIDINA;;;;;;
5;M03BX05;TIOCOLCHICOSIDO;;;;;;
5;M03BX07;TETRAZEPAM;;;;;;
5;M03BX08;CICLOBENZAPRINA;;;;;;
5;M03BX09;EPERISONA;;;;;;
5;M03BX55;TIOCOLCHICOSIDO EN ASOCIACION;;;;;;
3;M03C;RELAJANTES MUSCULARES DIRECTOS;;;;;;
4;M03CA;DANTROLENO Y DERIVADOS (RELAJANTES MUSCULARES);;;;;;
5;M03CA01;DANTROLENO;;;;;;
2;M04;PREPARADOS CONTRA LA GOTA;;;;;;
3;M04A;PREPARADOS CONTRA LA GOTA;;;;;;
4;M04AA;PREPARADOS QUE INHIBEN PRODUCCION DE ACIDO URICO;;;;;;
5;M04AA01;ALOPURINOL;;;;;;
5;M04AA03;FEBUXOSTAT;;;;;;
5;M04AA51;ALOPURINOL EN ASOCIACION;;;;;;
4;M04AB;PREPARADOS QUE AUMENTAN LA ELIMINACION ACIDO URICO;;;;;;
5;M04AB01;PROBENECID;;;;;;
5;M04AB03;BENZBROMARONA;;;;;;
5;M04AB05;Lesinurad;;;;;;
5;M04AB91;BENZIODARONA;;;;;;
4;M04AC;PREPARADOS SIN EFECTO SOBRE METABOL. ACIDO URICO;;;;;;
5;M04AC01;COLCHICINA;;;;;;
5;M04AC51;COLCHICINA EN ASOCIACION;;;;;;
4;M04AX;OTROS PREPARADOS CONTRA LA GOTA;;;;;;
5;M04AX02;PEGLOTICASA;;;;;;
2;M05;MEDICAMENTOS PARA TRATAMIENTOS ENFERMEDADES OSEAS;;;;;;
3;M05B;MEDICAMENTOS QUE AFECTAN A ESTRUCTURA OSEA Y MINERALIZACION;;;;;;
4;M05BA;BISFOSFONATOS (MEDICAM.CON EFECTO SOBRE MINERALIZACION OSEA);;;;;;
5;M05BA01;ETIDRONICO ACIDO;;;;;;
5;M05BA02;CLODRONICO ACIDO;;;;;;
5;M05BA03;PAMIDRONICO ACIDO;;;;;;
5;M05BA04;ALENDRONICO ACIDO;;;;;;
5;M05BA05;TILUDRONICO ACIDO;;;;;;
5;M05BA06;IBANDRONICO ACIDO;;;;;;
5;M05BA07;RISEDRONICO ACIDO;;;;;;
5;M05BA08;ZOLEDRONICO ACIDO;;;;;;
5;M05BANE;BISFOSFONATOS (MEDICAM.CON EFECTO SOBRE MINERALIZACION OSEA) NE;;;;;;
4;M05BB;BIFOSFONATOS EN ASOCACION;;;;;;
5;M05BB01;ETIDRONICO ACIDO ASOC. A CALCIO, PREPARADOS SECUENCIALES;;;;;;
5;M05BB02;RISEDRONICO ACIDO ASOC. A CALCIO, PREPARADOS SECUENCIALES;;;;;;
5;M05BB03;ALENDRONICO ACIDO ASOC. A COLECALCIFEROL, NO SECUENCIAL;;;;;;
5;M05BB04;RISEDRONICO ACIDO+CALCIO COLECALCIFEROL, SECUENCIAL;;;;;;
5;M05BB05;ALENDRONICO ACIDO ASOC. COLECALCIFEROL, SECUENCIAL;;;;;;
5;M05BB06;Acido alendronico y alfacalcidol secuencial;;;;;;
5;M05BBNE;BIFOSFONATOS EN ASOCACION NE;;;;;;
4;M05BC;PROTEINAS MORFOGENETICAS DEL HUESO;;;;;;
5;M05BC01;DIBOTERMIN ALFA (BMP-2);;;;;;
5;M05BC02;EPTOTERMINA ALFA (PROTEINA OSTEOGENICA HUMANA);;;;;;
4;M05BX;OTROS MEDICAM. QUE AFECTAN  ESTRUCTURA OSEA Y MINERALIZACION;;;;;;
5;M05BX03;RANELATO DE ESTRONCIO;;;;;;
5;M05BX04;DENOSUMAB;;;;;;
5;M05BX05;Burosumab;;;;;;
5;M05BX91;HARPAGOPHYTUM PROCUMBENS EXTO;;;;;;
2;M09;OTROS MEDICAMENTOS PARA EL SIST.MUSCULO-ESQUELETIC;;;;;;
3;M09A;OTROS MEDICAMENTOS PARA EL SIST.MUSCULO-ESQUELETIC;;;;;;
4;M09AB;ENZIMAS (OTROS MEDICAMENTOS SISTEMA MUSCULO-ESQUELETICO);;;;;;
5;M09AB01;QUIMOPAPAINA;;;;;;
5;M09AB02;COLAGENASA DE CLOSTRIDIO HISTOLITICO;;;;;;
5;M09AB52;TRIPSINA EN ASOCIACION;;;;;;
5;M09AB91;PROTEASA;;;;;;
5;M09AB92;TIOMUCASA;;;;;;
5;M09AB93;ENZIMAS EN ASOCIACION;;;;;;
4;M09AX;OTROS MEDICAMENTOS PARA SISTEMA MUSCULO-ESQUELETICO;;;;;;
5;M09AX01;HIALURONICO ACIDO;;;;;;
5;M09AX02;CONDROCITOS AUTOLOGOS;;;;;;
5;M09AX03;Atalureno;;;;;;
5;M09AX07; Nusinersen;;;;;;
5;M09AX91;NUCLEOTIDOS EN ASOCIACION;;;;;;
5;M09AXNE;OTROS MEDICAMENTOS PARA SISTEMA MUSCULO-ESQUELETICO NE;;;;;;
1;N;SISTEMA NERVIOSO;;;;;;
2;N01;ANESTESICOS;;;;;;
3;N01A;ANESTESICOS GENERALES;;;;;;
4;N01AB;HIDROCARBUROS HALOGENADOS (ANESTESICOS GENERALES);;;;;;
5;N01AB01;HALOTANO;;;;;;
5;N01AB04;ENFLURANO;;;;;;
5;N01AB06;ISOFLURANO;;;;;;
5;N01AB07;DESFLURANO;;;;;;
5;N01AB08;SEVOFLURANO;;;;;;
5;N01ABNE;HIDROCARBUROS HALOGENADOS (ANESTESICOS GENERALES) NE;;;;;;
4;N01AF;BARBITURATOS (ANESTESICOS GENERALES);;;;;;
5;N01AF03;TIOPENTAL SODICO;;;;;;
4;N01AH;OPIOIDES ANESTESICOS;;;;;;
5;N01AH01;FENTANILO;;;;;;
5;N01AH02;ALFENTANILO;;;;;;
5;N01AH03;SUFENTANIL;;;;;;
5;N01AH06;REMIFENTANILO;;;;;;
5;N01AH51;FENTANILO EN ASOCIACION;;;;;;
4;N01AX;OTROS ANESTESICOS GENERALES;;;;;;
5;N01AX01;DROPERIDOL;;;;;;
5;N01AX03;KETAMINA;;;;;;
5;N01AX07;ETOMIDATO;;;;;;
5;N01AX10;PROPOFOL;;;;;;
5;N01AX11;OXIBUTATO SODICO (AC.HIDROXIBUTIRICO);;;;;;
5;N01AX13;OXIDO NITROSO;;;;;;
5;N01AX15;XENON;;;;;;
5;N01AX63;OXIDO NITROSO EN ASOCIACION;;;;;;
5;N01AXNE;OTROS ANESTESICOS GENERALES NE;;;;;;
3;N01B;ANTESTESICOS LOCALES;;;;;;
4;N01BA;ESTERES DEL ACIDO AMINOBENZOICO (ANESTESICOS LOCALES);;;;;;
5;N01BA02;PROCAINA;;;;;;
5;N01BA03;TETRACAINA;;;;;;
5;N01BA04;Clorprocaina;;;;;;
5;N01BA05;BENZOCAINA;;;;;;
5;N01BA20;ASOCIACIONES ANESTESICOS TOPICOS ESTERES;;;;;;
5;N01BA52;PROCAINA EN ASOCIACION;;;;;;
5;N01BA53;TETRACAINA EN ASOCIACION;;;;;;
4;N01BB;AMIDAS (ANESTESICOS LOCALES);;;;;;
5;N01BB01;BUPIVACAINA;;;;;;
5;N01BB02;LIDOCAINA;;;;;;
5;N01BB03;MEPIVACAINA;;;;;;
5;N01BB04;PRILOCAINA;;;;;;
5;N01BB08;ARTICAINA;;;;;;
5;N01BB09;ROPIVACAINA;;;;;;
5;N01BB10;LEVOBUPIVACAINA;;;;;;
5;N01BB20;ASOCIACIONES ANESTESICOS TOPICOS AMIDAS;;;;;;
5;N01BB51;BUPIVACAINA EN ASOCIACION;;;;;;
5;N01BB52;LIDOCAINA EN ASOCIACION;;;;;;
5;N01BB53;MEPIVACAINA EN ASOCIACION;;;;;;
5;N01BB54;PRILOCAINA EN ASOCIACION;;;;;;
5;N01BB58;ARTICAINA EN ASOCIACION;;;;;;
5;N01BBNE;AMIDAS (ANESTESICOS LOCALES) NE;;;;;;
4;N01BC;ESTERES DEL ACIDO BENZOICO (ANESTESICOS LOCALES);;;;;;
5;N01BC01;COCAINA;;;;;;
4;N01BX;OTROS ANESTESICOS LOCALES;;;;;;
5;N01BX01;ETILO CLORURO;;;;;;
5;N01BX04;CAPSAICINA;;;;;;
2;N02;ANALGESICOS;;;;;;
3;N02A;ANALGESICOS OPIACEOS;;;;;;
4;N02AA;ALCALOIDES NATURALES DEL OPIO;;;;;;
5;N02AA01;MORFINA;;;;;;
5;N02AA03;HIDROMORFONA;;;;;;
5;N02AA05;OXICODONA;;;;;;
5;N02AA08;DIHIDROCODEINA;;;;;;
5;N02AA55;OXICODONA EN ASOCIACION;;;;;;
5;N02AA59;CODEINA EN ASOCIACION;;;;;;
5;N02AA79;Codeina, combinaciones con psicolepticos;;;;;;
4;N02AB;DERIVADOS FENILPIPERIDINA (ANALGESICOS OPIACEOS);;;;;;
5;N02AB02;PETIDINA;;;;;;
5;N02AB03;FENTANILO;;;;;;
5;N02ABNE;DERIVADOS FENILPIPERIDINA (ANALGESICOS OPIACEOS) NE;;;;;;
4;N02AC;DERIVADOS DIFENILPROPANOLAMINA (ANALGESICOS OPIACEOS;;;;;;
5;N02AC04;DEXTROPROPOXIFENO;;;;;;
5;N02AC05;BEZITRAMIDA;;;;;;
4;N02AD;DERIVADOS DEL BENZOMORFANO (ANALGESICOS OPIACEOS);;;;;;
5;N02AD01;PENTAZOCINA;;;;;;
4;N02AE;DERIVADOS ORIPAVINA (ANALGESICOS OPIACEOS);;;;;;
5;N02AE01;BUPRENORFINA;;;;;;
4;N02AF;DERIVADOS DEL MORFINANO (ANALGESICOS OPIACEOS);;;;;;
5;N02AF01;BUTORFANOL;;;;;;
5;N02AFNE;DERIVADOS DEL MORFINANO (ANALGESICOS OPIACEOS) NE;;;;;;
4;N02AJ;Opioides combinados con otros analgesicos;;;;;;
5;N02AJ01;dihydrocodeine and paracetamol;;;;;;
