ATC;Medicamento;Drug;Anatomico;Terapeutico;Farmacologico;Quimico
L01CE;Topoisomerase 1 (TOP1) inhibitors;TOPOISOMERASE 1 (TOP1) INHIBITORS;L;L01;L01C;L01CE
L01CE01;topotecan;TOPOTECAN;L;L01;L01C;L01CE
L01CE02;irinotecan;IRINOTECAN;L;L01;L01C;L01CE
L01CX;OTROS ALCALOIDES DE PLANTAS Y PRODUCTOS NATURALES;OTHER PLANT ALKALOIDS AND NATURAL PRODUCTS;L;L01;L01C;L01CX
L01CX01;TRABECTEDINA;TRABECTEDIN;L;L01;L01C;L01CX
L01CX12;BRENTUXIMUMAB VEDOTIN;Brentuximumab Vedotin;L;L01;L01C;L01CX
L01D;ANTIBIOTICOS CITOTOXICOS Y SUST.RELAC.(ANTINEOPLA);CYTOTOXIC ANTIBIOTICS AND RELATED SUBSTANCES (ANTINEOPLASMS);L;L01;L01D;
L01DA;ACTINOMICINAS (ANTINEOPLASICOS);ACTINOMYCINS (ANTINEOPLASTICS);L;L01;L01D;L01DA
L01DA01;DACTINOMICINA;DACTINOMYCIN;L;L01;L01D;L01DA
L01DB;ANTRACICLINAS Y SUSTANCIAS RELACIONADAS(ANTINEOPLASICOS);Anthracyclines and Related Substances (Antineoplastic Drugs);L;L01;L01D;L01DB
L01DB01;DOXORUBICINA;DOXORUBICIN;L;L01;L01D;L01DB
L01DB02;DAUNORUBICINA;DAUNORUBICIN;L;L01;L01D;L01DB
L01DB03;EPIRUBICINA;Epirubicin;L;L01;L01D;L01DB
L01DB06;IDARRUBICINA;IDARRUBICIN;L;L01;L01D;L01DB
L01DB07;MITOXANTRONA;MITOXANTRONE;L;L01;L01D;L01DB
L01DB08;PIRARUBICINA;PIRARUBICIN;L;L01;L01D;L01DB
L01DB09;VALRUBICINA;Valrubicin;L;L01;L01D;L01DB
L01DB10;AMRUBICINA;AMRUBICIN;L;L01;L01D;L01DB
L01DB11;PIXANTRONA;PIXANTRONA;L;L01;L01D;L01DB
L01DC;OTROS ANTIBIOTICOS CITOTOXICOS (ANTINEOPLASICOS);OTHER CYTOTOXIC ANTIBIOTICS (ANTINEOPLASTICS);L;L01;L01D;L01DC
L01DC01;BLEOMICINA;BLEOMYCIN;L;L01;L01D;L01DC
L01DC02;PLICAMICINA;Plicamycin;L;L01;L01D;L01DC
L01DC03;MITOMICINA;Mitomycin;L;L01;L01D;L01DC
L01DC04;IXABEPILONA;IXABEPILONA;L;L01;L01D;L01DC
L01E;PROTEIN KINASE INHIBITORS;PROTEIN KINASE INHIBITORS;L;L01;L01E;
L01EA;BCR-ABL tyrosine kinase inhibitors;BCR-ABL TYROSINE KINASE INHIBITORS;L;L01;L01E;L01EA
L01EA01;imatinib;IMATINIB;L;L01;L01E;L01EA
L01EA02;dasatinib;DASATINIB;L;L01;L01E;L01EA
L01EA03;nilotinib;NILOTINIB;L;L01;L01E;L01EA
L01EA04;bosutinib;BOSUTINIB;L;L01;L01E;L01EA
L01EA05;ponatinib�;PONATINIB?;L;L01;L01E;L01EA
L01EB;Epidermal growth factor receptor (EGFR) tyrosine kinase inhibitors;EPIDERMAL GROWTH FACTOR RECEPTOR (EGFR) TYROSINE KINASE INHIBITORS;L;L01;L01E;L01EB
L01EB01;gefitinib;GEFITINIB;L;L01;L01E;L01EB
L01EB02;erlotinib;ERLOTINIB;L;L01;L01E;L01EB
L01EB03;afatinib�;AFATINIB?;L;L01;L01E;L01EB
L01EB04;osimertinib;OSIMERTINIB;L;L01;L01E;L01EB
L01EB07;dacomitinib�;DACOMITINIB?;L;L01;L01E;L01EB
L01EC;B-Raf serine-threonine kinase (BRAF) inhibitors;B-RAF SERINE-THREONINE KINASE (BRAF) INHIBITORS;L;L01;L01E;L01EC
L01EC01;vemurafenib�;VEMURAFENIB?;L;L01;L01E;L01EC
L01EC02;dabrafenib�;DABRAFENIB?;L;L01;L01E;L01EC
L01ED;Anaplastic lymphoma kinase (ALK) inhibitors;ANAPLASTIC LYMPHOMA KINASE (ALK) INHIBITORS;L;L01;L01E;L01ED
L01ED01;crizotinib;CRIZOTINIB;L;L01;L01E;L01ED
L01ED02;ceritinib�;CERITINIB?;L;L01;L01E;L01ED
L01ED03;alectinib�;ALECTINIB?;L;L01;L01E;L01ED
L01ED05;lorlatinib;LORLATINIB;L;L01;L01E;L01ED
L01EE;Mitogen-activated protein kinase (MEK) inhibitors;MITOGEN-ACTIVATED PROTEIN KINASE (MEK) INHIBITORS;L;L01;L01E;L01EE
L01EE01;trametinib�;TRAMETINIB?;L;L01;L01E;L01EE
L01EE02;cobimetinib;COBIMETINIB;L;L01;L01E;L01EE
L01EF;Cyclin-dependent kinase (CDK) inhibitors;CYCLIN-DEPENDENT KINASE (CDK) INHIBITORS;L;L01;L01E;L01EF
L01EF01;palbociclib�;PALBOCICLIB?;L;L01;L01E;L01EF
L01EF02;ribociclib�;RIBOCYCLIB?;L;L01;L01E;L01EF
L01EF03;abemaciclib;ABEMACICLIB;L;L01;L01E;L01EF
L01EG;Mammalian target of rapamycin (mTOR) kinase inhibitors;MAMMALIAN TARGET OF RAPAMYCIN (MTOR) KINASE INHIBITORS;L;L01;L01E;L01EG
L01EG01;temsirolimus;TEMSIROLIMUS;L;L01;L01E;L01EG
L01EG02;everolimus;EVEROLIMUS;L;L01;L01E;L01EG
L01EH;Human epidermal growth factor receptor 2 (HER2) tyrosine kinase inhibitors;HUMAN EPIDERMAL GROWTH FACTOR RECEPTOR 2 (HER2) TYROSINE KINASE INHIBITORS;L;L01;L01E;L01EH
L01EH01;lapatinib�;LAPATINIB?;L;L01;L01E;L01EH
L01EJ;Janus-associated kinase (JAK) inhibitors;JANUS-ASSOCIATED KINASE (JAK) INHIBITORS;L;L01;L01E;L01EJ
L01EJ01;ruxolitinib;RUXOLITINIB;L;L01;L01E;L01EJ
L01EK;Vascular endothelial growth factor receptor (VEGFR) tyrosine kinase inhibitors;VASCULAR ENDOTHELIAL GROWTH FACTOR RECEPTOR (VEGFR) TYROSINE KINASE INHIBITORS;L;L01;L01E;L01EK
L01EK01;axitinib;Axitinib;L;L01;L01E;L01EK
L01EK03;tivozanib�;TIVOZANIB?;L;L01;L01E;L01EK
L01EL;Bruton's tyrosine kinase (BTK) inhibitors;BRUTON'S TYROSINE KINASE (BTK) INHIBITORS;L;L01;L01E;L01EL
L01EL01;ibrutinib�;IBRUTINIB?;L;L01;L01E;L01EL
L01EM;Phosphatidylinositol-3-kinase (Pi3K) inhibitors;PHOSPHATIDYLINOSITOL-3-KINASE (PI3K) INHIBITORS;L;L01;L01E;L01EM
L01EM01;idelalisib�;IDELALISIB?;L;L01;L01E;L01EM
L01EX;Other protein kinase inhibitors;OTHER PROTEIN KINASE INHIBITORS;L;L01;L01E;L01EX
L01EX01;sunitinib;SUNITINIB;L;L01;L01E;L01EX
L01EX02;sorafenib�;SORAFENIB?;L;L01;L01E;L01EX
L01EX03;pazopanib;PAZOPANIB;L;L01;L01E;L01EX
L01EX04;vandetanib;VANDETANIB;L;L01;L01E;L01EX
L01EX05;regorafenib�;REGORAFENIB?;L;L01;L01E;L01EX
L01EX07;cabozantinib;Cabozantinib;L;L01;L01E;L01EX
L01EX08;lenvatinib�;LENVATINIB?;L;L01;L01E;L01EX
L01EX09;nintedanib;NINTEDANIB;L;L01;L01E;L01EX
L01EX10;midostaurin�;MIDOSTAURIN?;L;L01;L01E;L01EX
L01X;OTROS ANTINEOPLASICOS;OTHER ANTINEOPLASTIC DRUGS;L;L01;L01X;
L01XA;COMPUESTOS DE PLATINO (ANTINEOPLASICOS);PLATINUM COMPOUNDS (ANTINEOPLASTICS);L;L01;L01X;L01XA
L01XA01;CISPLATINO;CISPLATIN;L;L01;L01X;L01XA
L01XA02;CARBOPLATINO;CARBOPLATIN;L;L01;L01X;L01XA
L01XA03;OXALIPLATIN;OXALIPLATIN;L;L01;L01X;L01XA
L01XA05;POLIPLATILENO;POLYPLATYLENE;L;L01;L01X;L01XA
L01XA53;OXALIPLATIN EN ASOCIACION;OXALIPLATIN IN ASSOCIATION;L;L01;L01X;L01XA
L01XB;METILHIDRAZIDAS (ANTINEOPLASICOS);METHYLHYDRAZIDES (ANTINEOPLASTIC DRUGS);L;L01;L01X;L01XB
L01XB01;PROCARBAZINA;PROCARBAZINE;L;L01;L01X;L01XB
L01XC;ANTICUERPOS MONOCLONALES (ANTINEOPLASICOS);MONOCLONAL ANTIBODIES (ANTINEOPLASTICS);L;L01;L01X;L01XC
L01XC01;EDRECOLOMAB;EDRECOLOMAB;L;L01;L01X;L01XC
L01XC02;RITUXIMAB;RITUXIMAB;L;L01;L01X;L01XC
L01XC03;TRASTUZUMAB;TRASTUZUMAB;L;L01;L01X;L01XC
L01XC04;ALEMTUZUMAB;ALEMTUZUMAB;L;L01;L01X;L01XC
L01XC05;GEMTUZUMAB;GEMTUZUMAB;L;L01;L01X;L01XC
L01XC06;CETUXIMAB;CETUXIMAB;L;L01;L01X;L01XC
L01XC07;BEVACIZUMAB;BEVACIZUMAB;L;L01;L01X;L01XC
L01XC08;PANITUMUMAB;PANITUMUMAB;L;L01;L01X;L01XC
L01XC09;CATUMAXOMAB;CATUMAXOMAB;L;L01;L01X;L01XC
L01XC10;OFATUMUMAB;OFATUMUMAB;L;L01;L01X;L01XC
L01XC11;IPILIMUMAB;IPILIMUMAB;L;L01;L01X;L01XC
L01XC12;Brentuximab vedotina;Brentuximab Vedotina;L;L01;L01X;L01XC
L01XC13;Pertuzumab;PERTUZUMAB;L;L01;L01X;L01XC
L01XC14;Trastuzumab emtansina;TRASTUZUMAB EMTANSINE;L;L01;L01X;L01XC
L01XC15;Obinutuzumab;OBINUTUZUMAB;L;L01;L01X;L01XC
L01XC17;Nivolumab;NIVOLUMAB;L;L01;L01X;L01XC
L01XC18;Pembrolizumab;Pembrolizumab;L;L01;L01X;L01XC
L01XC19;Blinatumomab;BLINATUMOMAB;L;L01;L01X;L01XC
L01XC21;Ramucirumab;RAMUCIRUMAB;L;L01;L01X;L01XC
L01XC22;Necitumumab;NECITUMUMAB;L;L01;L01X;L01XC
L01XC23;Elotuzumab;ELOTUZUMAB;L;L01;L01X;L01XC
L01XC24;Daratumumab;DARATUMUMAB;L;L01;L01X;L01XC
L01XC26; Inotuzumab ozogamicina;INOTUZUMAB OZOGAMICIN;L;L01;L01X;L01XC
L01XC27; Olaratumab;OLARATUMAB;L;L01;L01X;L01XC
L01XC28;Durvalumab;DURVALUMAB;L;L01;L01X;L01XC
L01XC31;Avelumab;AVELUMAB;L;L01;L01X;L01XC
L01XC32;atezolizumab�;ATEZOLIZUMAB?;L;L01;L01X;L01XC
L01XC91;PERTUZUMAB;PERTUZUMAB;L;L01;L01X;L01XC
L01XCNE;ANTICUERPOS MONOCLONALES (ANTINEOPLASICOS) NE;MONOCLONAL ANTIBODIES (ANTINEOPLASTIC) NE;L;L01;L01X;L01XC
L01XD;SENSIBILIZADORES USADOS EN TERAPIA FOTODINAMICA Y RADIACION;SENSITIZERS USED IN PHOTODYNAMIC AND RADIATION THERAPY;L;L01;L01X;L01XD
L01XD01;PORFIMERO DE SODIO;SODIUM PORPHIMER;L;L01;L01X;L01XD
L01XD03;METILAMINOLEVULINATO;METHYLAMINOLEVOLULINATE;L;L01;L01X;L01XD
L01XD04;AMINOLEVULINICO ACIDO;AMINOLEVULINIC ACID;L;L01;L01X;L01XD
L01XD05;TEMOPORFIN;TEMOPORFIN;L;L01;L01X;L01XD
L01XD06;EFAPROXIRAL;EFAPROXIRAL;L;L01;L01X;L01XD
L01XE;INHIBIDORES DIRECTOS DE LA PROTEINA QUINASA (ANTINEOPLASIC);DIRECT PROTEIN KINASE INHIBITORS (ANTINEOPLASIC);L;L01;L01X;L01XE
L01XE01;IMATINIB;IMATINIB;L;L01;L01X;L01XE
L01XE02;GEFITINIB;GEFITINIB;L;L01;L01X;L01XE
L01XE03;ERLOTINIB;ERLOTINIB;L;L01;L01X;L01XE
L01XE04;SUNITINIB;SUNITINIB;L;L01;L01X;L01XE
L01XE05;SORAFENIB;SORAFENIB;L;L01;L01X;L01XE
L01XE06;DASATINIB;DASATINIB;L;L01;L01X;L01XE
L01XE07;LAPATINIB;LAPATINIB;L;L01;L01X;L01XE
L01XE08;NILOTINIB;NILOTINIB;L;L01;L01X;L01XE
L01XE09;TEMSIROLIMUS;TEMSIROLIMUS;L;L01;L01X;L01XE
L01XE10;EVEROLIMUS;EVEROLIMUS;L;L01;L01X;L01XE
L01XE11;PAZOPANIB;PAZOPANIB;L;L01;L01X;L01XE
L01XE12;VANDETANIB;VANDETANIB;L;L01;L01X;L01XE
L01XE13;AFATINIB;AFATINIB;L;L01;L01X;L01XE
L01XE14;Bosutinib;BOSUTINIB;L;L01;L01X;L01XE
L01XE15;VEMURAFENIB;VEMURAFENIB;L;L01;L01X;L01XE
L01XE16;CRIZOTINIB;CRIZOTINIB;L;L01;L01X;L01XE
L01XE17;Axitinib;Axitinib;L;L01;L01X;L01XE
L01XE18;Ruxolitinib;RUXOLITINIB;L;L01;L01X;L01XE
L01XE21;Regorafenib;REGORAFENIB;L;L01;L01X;L01XE
L01XE23;Dabrafenib;DABRAFENIB;L;L01;L01X;L01XE
L01XE24;Ponatinib;PONATINIB;L;L01;L01X;L01XE
L01XE25;Trametinib;TRAMETINIB;L;L01;L01X;L01XE
L01XE26;Cabozantinib;Cabozantinib;L;L01;L01X;L01XE
L01XE27;Ibrutinib;Ibrutinib;L;L01;L01X;L01XE
L01XE28;Ceritinib;CERITINIB;L;L01;L01X;L01XE
L01XE29;Lenvatinib;LENVATINIB;L;L01;L01X;L01XE
L01XE31;Nintedanib;NINTEDANIB;L;L01;L01X;L01XE
L01XE33; palbociclib ;PALBOCICLIB;L;L01;L01X;L01XE
L01XE34;Tivozanib;TIVOZANIB;L;L01;L01X;L01XE
L01XE35;Osimertinib;OSIMERTINIB;L;L01;L01X;L01XE
L01XE36; Alectinib;ALECTINIB;L;L01;L01X;L01XE
L01XE38;Cobimetinib;COBIMETINIB;L;L01;L01X;L01XE
L01XE39;  Midostaurina;MIDOSTAURIN;L;L01;L01X;L01XE
L01XE41;BINIMETINIB;BINIMETINIB;L;L01;L01X;L01XE
L01XE42; Ribociclib;RIBOCYCLIB;L;L01;L01X;L01XE
L01XE44;Lorlatinib;LORLATINIB;L;L01;L01X;L01XE
L01XE46;Encorafenib;ENCORAFENIB;L;L01;L01X;L01XE
L01XE47;Dacomitinib;DACOMITINIB;L;L01;L01X;L01XE
L01XE50;Abemaciclib;ABEMACICLIB;L;L01;L01X;L01XE
L01XENE;INHIBIDORES DIRECTOS DE LA PROTEINA QUINASA (ANTINEOPLASIC) NE;DIRECT PROTEIN KINASE INHIBITORS (ANTINEOPLASIC) NE;L;L01;L01X;L01XE
L01XF;Retinoids for cancer treatment;RETINOIDS FOR CANCER TREATMENT;L;L01;L01X;L01XF
L01XF01;tretinoin;TRETINOIN;L;L01;L01X;L01XF
L01XF02;alitretinoin;ALITRETINOIN;L;L01;L01X;L01XF
L01XF03;bexarotene;BEXAROTENE;L;L01;L01X;L01XF
L01XG;Proteasome inhibitors;PROTEASOME INHIBITORS;L;L01;L01X;L01XG
L01XG01;bortezomib;BORTEZOMIB;L;L01;L01X;L01XG
L01XG02;carfilzomib�;CARFILZOMIB?;L;L01;L01X;L01XG
L01XG03;ixazomib;IXAZOMIB;L;L01;L01X;L01XG
L01XH;Histone deacetylase (HDAC) inhibitors;HISTONE DEACETYLASE (HDAC) INHIBITORS;L;L01;L01X;L01XH
L01XH03;panobinostat;PANOBINOSTAT;L;L01;L01X;L01XH
L01XJ;Hedgehog pathway inhibitors;HEDGEHOG PATHWAY INHIBITORS;L;L01;L01X;L01XJ
L01XJ01;vismodegib�;VISMODEGIB?;L;L01;L01X;L01XJ
L01XJ02;sonidegib�;SONIDEGIB?;L;L01;L01X;L01XJ
L01XK;Poly (ADP-ribose) polymerase (PARP) inhibitors;POLY (ADP-RIBOSE) POLYMERASE (PARP) INHIBITORS;L;L01;L01X;L01XK
L01XK01;olaparib;OLAPARIB;L;L01;L01X;L01XK
L01XK02;niraparib�;NIRAPARIB?;L;L01;L01X;L01XK
L01XK03;rucaparib�;RUCAPARIB?;L;L01;L01X;L01XK
L01XX;OTROS ANTINEOPLASICOS;OTHER ANTINEOPLASTIC DRUGS;L;L01;L01X;L01XX
L01XX01;AMSACRINA;AMSACRINA;L;L01;L01X;L01XX
L01XX02;ASPARAGINASA;Asparaginase;L;L01;L01X;L01XX
L01XX03;ALTRETAMINA;ALTRETAMINE;L;L01;L01X;L01XX
L01XX05;HIDROXICARBAMIDA;HYDROXYCARBAMIDE;L;L01;L01X;L01XX
L01XX08;PENTOSTATINA;PENTOSTATIN;L;L01;L01X;L01XX
L01XX09;MILTEFOSINA;MILTEFOSINE;L;L01;L01X;L01XX
L01XX11;ESTRAMUSTINA;ESTRAMUSTINA;L;L01;L01X;L01XX
L01XX14;TRETINOINA;TRETINOIN;L;L01;L01X;L01XX
L01XX17;TOPOTECAN;TOPOTECAN;L;L01;L01X;L01XX
L01XX19;IRINOTECAN;IRINOTECAN;L;L01;L01X;L01XX
L01XX22;ALITRETINOINA;ALITRETINOIN;L;L01;L01X;L01XX
L01XX23;MITOTANO;MITOTANE;L;L01;L01X;L01XX
L01XX24;PEGASPARGASA;PEGASPARGASA;L;L01;L01X;L01XX
L01XX25;BEXAROTENO;BEXAROTENE;L;L01;L01X;L01XX
L01XX27;ARSENICO TRIOXIDO;ARSENIC TRIOXIDE;L;L01;L01X;L01XX
L01XX29;DENILEUKIN DIFTITOX;DENILEUKIN DIFTITOX;L;L01;L01X;L01XX
L01XX32;BORTEZOMIB;BORTEZOMIB;L;L01;L01X;L01XX
L01XX33;CELECOXIB;CELECOXIB;L;L01;L01X;L01XX
L01XX35;ANAGRELIDA;ANAGRELIDE;L;L01;L01X;L01XX
L01XX36;OBLIMERSEN;OBLIMERSEN;L;L01;L01X;L01XX
L01XX37;SITIMAGENE CERADENOVEC;SITIMAGENE CERADENOVEC;L;L01;L01X;L01XX
L01XX40;OMACETAXINA MEPESUCCINATO;Omacetaxine Mepesuccinate;L;L01;L01X;L01XX
L01XX41;ERIBULIN;ERIBULIN;L;L01;L01X;L01XX
L01XX42;Panobinostat;PANOBINOSTAT;L;L01;L01X;L01XX
L01XX43;Vismodegib;VISMODEGIB;L;L01;L01X;L01XX
L01XX44;Aflibercept;AFLIBERCEPT;L;L01;L01X;L01XX
L01XX45;Carfilzomib;CARFILZOMIB;L;L01;L01X;L01XX
L01XX46;Olaparib;OLAPARIB;L;L01;L01X;L01XX
L01XX47;Idelalisib;IDELALISIB;L;L01;L01X;L01XX
L01XX48;SONIDEGIB;SONIDEGIB;L;L01;L01X;L01XX
L01XX50; Ixazomib;IXAZOMIB;L;L01;L01X;L01XX
L01XX51;Talimogen laherparepvec ;TALIMOGEN LAHERPAREPVEC;L;L01;L01X;L01XX
L01XX52; Venetoclax;VENETOCLAX;L;L01;L01X;L01XX
L01XX54;Niraparib;NIRAPARIB;L;L01;L01X;L01XX
L01XX55;Rucaparib;RUCAPARIB;L;L01;L01X;L01XX
L01XX90;Axicabtagen ciloleucel;AXICABTAGEN CILOLEUCEL;L;L01;L01X;L01XX
L01XX91;TIRAPAZAMINA;Tirapazamine;L;L01;L01X;L01XX
L01XXNE;OTROS ANTINEOPLASICOS NE;OTHER ANTINEOPLASTIC DRUGS NE;L;L01;L01X;L01XX
L01XY;Combinaciones de agentes antineoplasicos;COMBINATIONS OF ANTINEOPLASTIC AGENTS;L;L01;L01X;L01XY
L01XY01;CITARABINA Y DAUNORUBICINA;Cytarabine and Daunorubicin;L;L01;L01X;L01XY
L02;TERAPIA ENDOCRINA;ENDOCRINE THERAPY;L;L02;;
L02A;HORMONAS Y SUST. RELACIONADAS (TERAPIA ENDOCRINA);HORMONES AND RELATED SUBSTANCES (ENDOCRINE THERAPY);L;L02;L02A;
L02AA;ESTROGENOS (TERAPIA ENDOCRINA);ESTROGENS (ENDOCRINE THERAPY);L;L02;L02A;L02AA
L02AA02;POLIESTRADIOL FOSFATO;POLYESTRADIOL PHOSPHATE;L;L02;L02A;L02AA
L02AA04;FOSFESTROL;FOSFESTROL;L;L02;L02A;L02AA
L02AB;PROGESTAGENOS (TERAPIA ENDOCRINA);PROGESTAGENS (ENDOCRINE THERAPY);L;L02;L02A;L02AB
L02AB01;MEGESTROL;MEGESTROL;L;L02;L02A;L02AB
L02AB02;MEDROXIPROGESTERONA;MEDROXIPROGESTERONE;L;L02;L02A;L02AB
L02AE;ANALOGOS HORMONA LIBERADORA DE GONADOTROPINA (TERAP.ENDOCRIN;GONADOTROPIN-RELEASING HORMONE ANALOGS (ENDOCRINE THERAPY);L;L02;L02A;L02AE
L02AE01;BUSERELINA;Buserelina;L;L02;L02A;L02AE
L02AE02;LEUPRORELINA;Leuprolide;L;L02;L02A;L02AE
L02AE03;GOSERELINA;GOSERELIN;L;L02;L02A;L02AE
L02AE04;TRIPTORELINA;TRIPTORELIN;L;L02;L02A;L02AE
L02AE05;Histrelina;HISTRELIN;L;L02;L02A;L02AE
L02AX;OTRAS HORMONAS;OTHER HORMONES;L;L02;L02A;L02AX
L02AXNE;OTRAS HORMONAS NE;OTHER NE HORMONES;L;L02;L02A;L02AX
L02B;ANTAGONISTAS HORMONALES Y SUSTANCIAS RELACIONADAS;Hormone antagonists and related substances;L;L02;L02B;
L02BA;ANTIESTROGENOS (TERAPIA ENDOCRINA);ANTIESTROGENS (ENDOCRINE THERAPY);L;L02;L02B;L02BA
L02BA01;TAMOXIFENO;TAMOXIFEN;L;L02;L02B;L02BA
L02BA02;TOREMIFENO;TOREMIFENE;L;L02;L02B;L02BA
L02BA03;FULVESTRANT;FULVESTRANT;L;L02;L02B;L02BA
L02BB;ANTIANDROGENOS (TERAPIA ENDOCRINA);ANTIANDROGENS (ENDOCRINE THERAPY);L;L02;L02B;L02BB
L02BB01;FLUTAMIDA;FLUTAMIDE;L;L02;L02B;L02BB
L02BB02;NILUTAMIDA;Nilutamide;L;L02;L02B;L02BB
L02BB03;BICALUTAMIDA;BICALUTAMIDE;L;L02;L02B;L02BB
L02BB04; Enzalutamida;ENZALUTAMIDE;L;L02;L02B;L02BB
L02BB05;APALUTAMIDA;APALUTAMIDE;L;L02;L02B;L02BB
L02BB06;Darolutamida;DAROLUTAMIDE;L;L02;L02B;L02BB
L02BG;INHIBIDORES ENZIMATICOS (TERAPIA ENDOCRINA);ENZYME INHIBITORS (ENDOCRINE THERAPY);L;L02;L02B;L02BG
L02BG01;AMINOGLUTETIMIDA;Aminoglutethimide;L;L02;L02B;L02BG
L02BG02;FORMESTANO;FORMESTAN;L;L02;L02B;L02BG
L02BG03;ANASTROZOL;ANASTROZOLE;L;L02;L02B;L02BG
L02BG04;LETROZOL;LETROZOLE;L;L02;L02B;L02BG
L02BG06;EXEMESTANO;Exemestane;L;L02;L02B;L02BG
L02BGNE;INHIBIDORES ENZIMATICOS (TERAPIA ENDOCRINA) NE;ENZYME INHIBITORS (ENDOCRINE THERAPY) NE;L;L02;L02B;L02BG
L02BX;OTROS ANTAGONISTAS HORMONALES Y SUSTANC.RELAC.(TERAP.ENDOCR);OTHER HORMONE ANTAGONISTS AND RELATED SUBSTANCES (ENDOCR THERAPY);L;L02;L02B;L02BX
L02BX01;ABARELIX;ABARELIX;L;L02;L02B;L02BX
L02BX02;DEGARELIX;DEGARELIX;L;L02;L02B;L02BX
L02BX03;ABIRATERONE;ABIRATERONE;L;L02;L02B;L02BX
L02BXNE;OTROS ANTAGONISTAS HORMONALES Y SUSTANC.RELAC.(TERAP.ENDOCR) NE;OTHER HORMONE ANTAGONISTS AND RELATED SUBSTANCES (ENDOCR THERAPY) NE;L;L02;L02B;L02BX
L03;INMUNOESTIMULANTES;IMMUNOSTIMULANTS;L;L03;;
L03A;CITOKINAS E INMUNOMODULADORES;CYTOKINES AND IMMUNOMODULATORS;L;L03;L03A;
L03AA;FACTORES ESTIMULANTES DE COLONIA (INMUNOESTIMULANTES);Colony-stimulating factors (immunostimulants);L;L03;L03A;L03AA
L03AA02;FILGRASTIM;FILGRASTIM;L;L03;L03A;L03AA
L03AA03;MOLGRAMOSTIM;MOLGRAMOSTIM;L;L03;L03A;L03AA
L03AA09;SARGRAMOSTIM;SARGRAMOSTIM;L;L03;L03A;L03AA
L03AA10;LENOGRASTIM;LENOGRASTIM;L;L03;L03A;L03AA
L03AA12;ANCESTIM;ANCESTIM;L;L03;L03A;L03AA
L03AA13;PEGFILGRASTIM;PEGFILGRASTIM;L;L03;L03A;L03AA
L03AA14;Lipegfilgrastim;LIPEGFILGRASTIM;L;L03;L03A;L03AA
L03AB;INTERFERONES (INMUNOESTIMULANTES);INTERFERONS (IMMUNOSTIMULANTS);L;L03;L03A;L03AB
L03AB01;INTERFERON ALFA NATURAL;NATURAL ALPHA INTERFERON;L;L03;L03A;L03AB
L03AB02;INTERFERON BETA NATURAL;NATURAL INTERFERON BETA;L;L03;L03A;L03AB
L03AB03;INTERFERON GAMMA;INTERFERON GAMMA;L;L03;L03A;L03AB
L03AB04;INTERFERON ALFA-2A;INTERFERON ALPHA-2A;L;L03;L03A;L03AB
L03AB05;INTERFERON ALFA-2B;INTERFERON ALPHA-2B;L;L03;L03A;L03AB
L03AB06;INTERFERON ALFA-N1;INTERFERON ALPHA-N1;L;L03;L03A;L03AB
L03AB07;INTERFERON BETA-1A;INTERFERON BETA-1A;L;L03;L03A;L03AB
L03AB08;INTERFERON BETA-1B;INTERFERON BETA-1B;L;L03;L03A;L03AB
L03AB09;INTERFERON ALFACON-1;INTERFERON ALFACON-1;L;L03;L03A;L03AB
L03AB10;PEGINTERFERON ALFA-2B;PEGINTERFERON ALPHA-2B;L;L03;L03A;L03AB
L03AB11;PEGINTERFERON ALFA-2A;PEGINTERFERON ALFA-2A;L;L03;L03A;L03AB
L03AB12;ALBINTERFERON ALFA-2B;ALBINTERFERON ALPHA-2B;L;L03;L03A;L03AB
L03AB13;Peginterferon beta-1a;PEGINTERFERON BETA-1A;L;L03;L03A;L03AB
L03AB60;PEG-INTERFERON ALFA 2-B EN ASOCIACION;PEG-INTERFERON ALFA 2-B IN ASSOCIATION;L;L03;L03A;L03AB
L03ABNE;INTERFERONES (INMUNOESTIMULANTES) NE;INTERFERONS (IMMUNOSTIMULANTS) NE;L;L03;L03A;L03AB
L03AC;INTERLEUKINAS (INMUNOESTIMULANTES);INTERLEUKINS (IMMUNOSTIMULANTS);L;L03;L03A;L03AC
L03AC01;ALDESLEUKIN;ALDESLEUKIN;L;L03;L03A;L03AC
L03AC02;OPRELVEKIN;OPRELVEKIN;L;L03;L03A;L03AC
L03AX;OTRAS CITOKINAS E INMUNOMODULADORES;OTHER CYTOKINES AND IMMUNOMODULATORS;L;L03;L03A;L03AX
L03AX01;LENTINAN;LENTINAN;L;L03;L03A;L03AX
L03AX02;ROQUINIMEX;ROQUINIMEX;L;L03;L03A;L03AX
L03AX03;VACUNA BCG;BCG VACCINE;L;L03;L03A;L03AX
L03AX04;PEGADEMASA;Dough Adhesive;L;L03;L03A;L03AX
L03AX05;PIDOTIMOD;PIDOTIMOD;L;L03;L03A;L03AX
L03AX07;POLI I:C;POLI I:C;L;L03;L03A;L03AX
L03AX08;POLI ICLC;ICLC POLI;L;L03;L03A;L03AX
L03AX09;TIMOPENTINA;THYMOPENTINE;L;L03;L03A;L03AX
L03AX10;INMUNOCACIN;IMMUNOCATION;L;L03;L03A;L03AX
L03AX11;TASONERMIN;TASONERMIN;L;L03;L03A;L03AX
L03AX12;VACUNA DEL MELANOMA;MELANOMA VACCINE;L;L03;L03A;L03AX
