ATC;Medicamento;Medicamento;Anatomico;Terapeutico;Farmacologico;Quimico
J05AB13;PENCICLOVIR;PENCICLOVIR;J;J05;J05A;J05AB
J05AB14;VALGANCICLOVIR;VALGANCICLOVIR;J;J05;J05A;J05AB
J05AB15;BRIVUDINA;BRIVUDINA;J;J05;J05A;J05AB
J05AB92;METISOPRINOL;METISOPRINOL;J;J05;J05A;J05AB
J05ABNE;NUCLEOSIDOS/NUCLEOTIDOS EXCLUID.INHIBID.TRANSCRIPASA INVERSA NE;NUCLEOSIDOS/NUCLEOTIDOS EXCLUID.INHIBID.TRANSCRIPASA INVERSA NE;J;J05;J05A;J05AB
J05AC;AMINAS CICLICAS (ANTIVIRALES);AMINAS CICLICAS (ANTIVIRALES);J;J05;J05A;J05AC
J05AC02;RIMANTADINA;RIMANTADINA;J;J05;J05A;J05AC
J05AC03;TROMANTADINA;TROMANTADINA;J;J05;J05A;J05AC
J05AC91;AMANTADINA;AMANTADINA;J;J05;J05A;J05AC
J05AD;DERIVADOS DEL ACIDO FOSFONICO (ANTIVIRALES);DERIVADOS DEL ACIDO FOSFONICO (ANTIVIRALES);J;J05;J05A;J05AD
J05AD01;FOSCARNET;FOSCARNET;J;J05;J05A;J05AD
J05AD02;FOSFONET;FOSFONET;J;J05;J05A;J05AD
J05AE;INHIBIDORES DE LA PROTEASA (ANTIVIRALES SISTEMICOS);INHIBIDORES DE LA PROTEASA (ANTIVIRALES SISTEMICOS);J;J05;J05A;J05AE
J05AE01;SAQUINAVIR;SAQUINAVIR;J;J05;J05A;J05AE
J05AE02;INDINAVIR;INDINAVIR;J;J05;J05A;J05AE
J05AE03;RITONAVIR;RITONAVIR;J;J05;J05A;J05AE
J05AE04;NELFINAVIR;NELFINAVIR;J;J05;J05A;J05AE
J05AE05;AMPRENAVIR;AMPRENAVIR;J;J05;J05A;J05AE
J05AE06;LOPINAVIR;LOPINAVIR;J;J05;J05A;J05AE
J05AE07;FOSAMPRENAVIR;FOSAMPRENAVIR;J;J05;J05A;J05AE
J05AE08;ATAZANAVIR;ATAZANAVIR;J;J05;J05A;J05AE
J05AE09;TIPRANAVIR;TIPRANAVIR;J;J05;J05A;J05AE
J05AE10;DARUNAVIR;DARUNAVIR;J;J05;J05A;J05AE
J05AE11;Telaprevir;Telaprevir;J;J05;J05A;J05AE
J05AE12;Boceprevir;Boceprevir;J;J05;J05A;J05AE
J05AE14;Simeprevir;Simeprevir;J;J05;J05A;J05AE
J05AF;INHIB. DE LA TRANSCRIPTASA INVERSA-NUCLEOTIDOS (ANTIVIRALES);INHIB. DE LA TRANSCRIPTASA INVERSA-NUCLEOTIDOS (ANTIVIRALES);J;J05;J05A;J05AF
J05AF01;ZIDOVUDINA;ZIDOVUDINA;J;J05;J05A;J05AF
J05AF02;DIDANOSINA;DIDANOSINA;J;J05;J05A;J05AF
J05AF03;ZALCITABINA;ZALCITABINA;J;J05;J05A;J05AF
J05AF04;ESTAVUDINA;ESTAVUDINA;J;J05;J05A;J05AF
J05AF05;LAMIVUDINA;LAMIVUDINA;J;J05;J05A;J05AF
J05AF06;ABACAVIR;ABACAVIR;J;J05;J05A;J05AF
J05AF07;TENOFOVIR DISOPROXILO;TENOFOVIR DISOPROXILO;J;J05;J05A;J05AF
J05AF08;ADEFOVIR DIPIVOXIL;ADEFOVIR DIPIVOXIL;J;J05;J05A;J05AF
J05AF09;EMTRICITABINA;EMTRICITABINA;J;J05;J05A;J05AF
J05AF10;ENTECAVIR;ENTECAVIR;J;J05;J05A;J05AF
J05AF11;TELBIVUDINA;TELBIVUDINA;J;J05;J05A;J05AF
J05AF12;CLEVUDINA;CLEVUDINA;J;J05;J05A;J05AF
J05AF13; Tenofovir alafenamida; Tenofovir alafenamida;J;J05;J05A;J05AF
J05AG;INHIB. DE LA TRANSCRIPTASA INVERSA-NO NUCLEOTIDOS (ANTIVIRAL;INHIB. DE LA TRANSCRIPTASA INVERSA-NO NUCLEOTIDOS (ANTIVIRAL;J;J05;J05A;J05AG
J05AG01;NEVIRAPINA;NEVIRAPINA;J;J05;J05A;J05AG
J05AG02;DELAVIRDINA;DELAVIRDINA;J;J05;J05A;J05AG
J05AG03;EFAVIRENZ;EFAVIRENZ;J;J05;J05A;J05AG
J05AG04;ETRAVIRINA;ETRAVIRINA;J;J05;J05A;J05AG
J05AG05;RILPIVIRINA;RILPIVIRINA;J;J05;J05A;J05AG
J05AG06;Doravirina;Doravirina;J;J05;J05A;J05AG
J05AH;INHIBIDORES DE LA NEURAMINIDASA (ANTIVIRALES SIST.;INHIBIDORES DE LA NEURAMINIDASA (ANTIVIRALES SIST.;J;J05;J05A;J05AH
J05AH01;ZANAMIVIR;ZANAMIVIR;J;J05;J05A;J05AH
J05AH02;OSELTAMIVIR;OSELTAMIVIR;J;J05;J05A;J05AH
J05AJ;Integrase inhibitors;Integrase inhibitors;J;J05;J05A;J05AJ
J05AJ01;raltegravir;raltegravir;J;J05;J05A;J05AJ
J05AJ02;elvitegravir;elvitegravir;J;J05;J05A;J05AJ
J05AJ03;dolutegravir;dolutegravir;J;J05;J05A;J05AJ
J05AP;ANTIVIRALES PARA TRATAMIENTO DE INFECC HIV;ANTIVIRALES PARA TRATAMIENTO DE INFECC HIV;J;J05;J05A;J05AP
J05AP01;Ribavirina;Ribavirina;J;J05;J05A;J05AP
J05AP02;Telaprevir;Telaprevir;J;J05;J05A;J05AP
J05AP03;Boceprevir;Boceprevir;J;J05;J05A;J05AP
J05AP05;simeprevir�;simeprevir�;J;J05;J05A;J05AP
J05AP07;daclatasvir�;daclatasvir�;J;J05;J05A;J05AP
J05AP08;sofosbuvir�;sofosbuvir�;J;J05;J05A;J05AP
J05AP09;dasabuvir�;dasabuvir�;J;J05;J05A;J05AP
J05AP51;sofosbuvir and ledipasvir�;sofosbuvir and ledipasvir�;J;J05;J05A;J05AP
J05AP53;ombitasvir, paritaprevir and ritonavir�;ombitasvir, paritaprevir and ritonavir�;J;J05;J05A;J05AP
J05AP54;elbasvir and grazoprevir�;elbasvir and grazoprevir�;J;J05;J05A;J05AP
J05AP55;sofosbuvir and velpatasvir�;sofosbuvir and velpatasvir�;J;J05;J05A;J05AP
J05AP56; Sofosbuvir, velpatasvir y voxilaprevir; Sofosbuvir, velpatasvir y voxilaprevir;J;J05;J05A;J05AP
J05AP57;glecaprevir and pibrentasvir�;glecaprevir and pibrentasvir�;J;J05;J05A;J05AP
J05AR;ANTIVIRALES PARA TRATAMIENTO DE INFECC HIV EN ASOCIACION;ANTIVIRALES PARA TRATAMIENTO DE INFECC HIV EN ASOCIACION;J;J05;J05A;J05AR
J05AR01;ZIDOVUDINA+LAMIVUDINA;ZIDOVUDINA+LAMIVUDINA;J;J05;J05A;J05AR
J05AR02;LAMIVUDINA+ABACAVIR;LAMIVUDINA+ABACAVIR;J;J05;J05A;J05AR
J05AR03;TENOFOVIR DISOPROXILO+EMTRICITABINA;TENOFOVIR DISOPROXILO+EMTRICITABINA;J;J05;J05A;J05AR
J05AR04;ZIDOVUDINA+LAMIVUDINA+ABACAVIR;ZIDOVUDINA+LAMIVUDINA+ABACAVIR;J;J05;J05A;J05AR
J05AR05;ZIDOVUDINA+LAMIVUDINA+NEVIRAPINA;ZIDOVUDINA+LAMIVUDINA+NEVIRAPINA;J;J05;J05A;J05AR
J05AR06;EMTRICITABINA+TENOFOVIR DISOPROXILO+EFAVIRENZ;EMTRICITABINA+TENOFOVIR DISOPROXILO+EFAVIRENZ;J;J05;J05A;J05AR
J05AR07;ESTAVUDINA+LAMIVUDINA+NEVIRAPINA;ESTAVUDINA+LAMIVUDINA+NEVIRAPINA;J;J05;J05A;J05AR
J05AR08;Emtricitabina, tenofovir disopril y rilpivirina;Emtricitabina, tenofovir disopril y rilpivirina;J;J05;J05A;J05AR
J05AR09;Emtricitabina, tenofovir dosipril, elvitegravir y cobicistat;Emtricitabina, tenofovir dosipril, elvitegravir y cobicistat;J;J05;J05A;J05AR
J05AR10;Lopinavir/Ritonavir;Lopinavir/Ritonavir;J;J05;J05A;J05AR
J05AR12;Lamivudina y tenofovir disoproxilo;Lamivudina y tenofovir disoproxilo;J;J05;J05A;J05AR
J05AR13;Lamivudina, abacavir y dolutegravir;Lamivudina, abacavir y dolutegravir;J;J05;J05A;J05AR
J05AR14;Darunavir y cobicistat;Darunavir y cobicistat;J;J05;J05A;J05AR
J05AR15;Atazanavir y cobicistat;Atazanavir y cobicistat;J;J05;J05A;J05AR
J05AR17;Emtricitabina y tenofovir alafenamida;Emtricitabina y tenofovir alafenamida;J;J05;J05A;J05AR
J05AR18;Emtricitabina, tenofovir alafenamida, elvitegravir y cobicistat;Emtricitabina, tenofovir alafenamida, elvitegravir y cobicistat;J;J05;J05A;J05AR
J05AR19;Emtricitabina, tenofovir alafenamida y rilpivirina ;Emtricitabina, tenofovir alafenamida y rilpivirina ;J;J05;J05A;J05AR
J05AR20;Emtricitabina, tenofovir alafenamida y bictegravir;Emtricitabina, tenofovir alafenamida y bictegravir;J;J05;J05A;J05AR
J05AR21;Dolutegravir y Rilpivirina;Dolutegravir y Rilpivirina;J;J05;J05A;J05AR
J05AR22; Emtricitabina, tenofovir alafenamida, darunavir y cobicistat; Emtricitabina, tenofovir alafenamida, darunavir y cobicistat;J;J05;J05A;J05AR
J05AR25;Lamivudina y dolutegravir;Lamivudina y dolutegravir;J;J05;J05A;J05AR
J05ARNE;ANTIVIRALES PARA TRATAMIENTO DE INFECC HIV EN ASOCIACION NE;ANTIVIRALES PARA TRATAMIENTO DE INFECC HIV EN ASOCIACION NE;J;J05;J05A;J05AR
J05AX;OTROS ANTIVIRALES (SISTEMICOS);OTROS ANTIVIRALES (SISTEMICOS);J;J05;J05A;J05AX
J05AX01;MOROXIDINA;MOROXIDINA;J;J05;J05A;J05AX
J05AX02;LISOZIMA;LISOZIMA;J;J05;J05A;J05AX
J05AX05;INOSINA PRANOBEX;INOSINA PRANOBEX;J;J05;J05A;J05AX
J05AX06;PLECONARIL;PLECONARIL;J;J05;J05A;J05AX
J05AX07;ENFUVIRTIDA;ENFUVIRTIDA;J;J05;J05A;J05AX
J05AX08;RALTEGRAVIR;RALTEGRAVIR;J;J05;J05A;J05AX
J05AX09;MARAVIROC;MARAVIROC;J;J05;J05A;J05AX
J05AX10;MARIBAVIR;MARIBAVIR;J;J05;J05A;J05AX
J05AX11;Elvitegravir;Elvitegravir;J;J05;J05A;J05AX
J05AX12;Dolutegravir;Dolutegravir;J;J05;J05A;J05AX
J05AX14;Daclatasvir;Daclatasvir;J;J05;J05A;J05AX
J05AX15;Sofosbuvir;Sofosbuvir;J;J05;J05A;J05AX
J05AX18;Letermovir;Letermovir;J;J05;J05A;J05AX
J05AX68;Elbasvir y Grazoprevir;Elbasvir y Grazoprevir;J;J05;J05A;J05AX
J05AX69;Sofosbuvir y Velpatasvir;Sofosbuvir y Velpatasvir;J;J05;J05A;J05AX
J05AX91;MK-518;MK-518;J;J05;J05A;J05AX
J05AX92;ENZIMAS PROTEOLITICAS;ENZIMAS PROTEOLITICAS;J;J05;J05A;J05AX
J05AXNE;OTROS ANTIVIRALES (SISTEMICOS) NE;OTROS ANTIVIRALES (SISTEMICOS) NE;J;J05;J05A;J05AX
J06;SUEROS INMUNOLOGICOS E INMUNOGLOBULINAS;SUEROS INMUNOLOGICOS E INMUNOGLOBULINAS;J;J06;;
J06A;SUEROS INMUNOLOGICOS;SUEROS INMUNOLOGICOS;J;J06;J06A;
J06AA;SUEROS INMUNOLOGICOS;SUEROS INMUNOLOGICOS;J;J06;J06A;J06AA
J06AA01;ANTITOXINA DIFTERICA;ANTITOXINA DIFTERICA;J;J06;J06A;J06AA
J06AA02;ANTITOXINA TETANICA;ANTITOXINA TETANICA;J;J06;J06A;J06AA
J06AA03;ANTISUERO VENENO SERPIENTES;ANTISUERO VENENO SERPIENTES;J;J06;J06A;J06AA
J06AA04;ANTITOXINA BOTULINICA;ANTITOXINA BOTULINICA;J;J06;J06A;J06AA
J06AN;SUEROS INMUNOLOGICOS NE;SUEROS INMUNOLOGICOS NE;J;J06;J06A;J06AN
J06ANNE;SUEROS INMUNOLOGICOS NE NE;SUEROS INMUNOLOGICOS NE NE;J;J06;J06A;J06AN
J06B;INMUNOGLOBULINAS;INMUNOGLOBULINAS;J;J06;J06B;
J06BA;INMUNOGLOBULINA HUMANA INESPECIFICA;INMUNOGLOBULINA HUMANA INESPECIFICA;J;J06;J06B;J06BA
J06BA01;GAMMAGLOBULINA HUMANA NORMAL VIA EXTRAVASCULAR;GAMMAGLOBULINA HUMANA NORMAL VIA EXTRAVASCULAR;J;J06;J06B;J06BA
J06BA02;GAMMAGLOBULINA HUMANA NORMAL VIA INTRAVASCULAR;GAMMAGLOBULINA HUMANA NORMAL VIA INTRAVASCULAR;J;J06;J06B;J06BA
J06BANE;Inmunoglobulinas humanas normales NE;Inmunoglobulinas humanas normales NE;J;J06;J06B;J06BA
J06BB;INMUNOGLOBULINAS ESPECIFICAS;INMUNOGLOBULINAS ESPECIFICAS;J;J06;J06B;J06BB
J06BB01;GAMMAGLOBULINA ANTI-RH;GAMMAGLOBULINA ANTI-RH;J;J06;J06B;J06BB
J06BB02;GAMMAGLOBULINA ANTITETANICA;GAMMAGLOBULINA ANTITETANICA;J;J06;J06B;J06BB
J06BB03;GAMMAGLOBULINA ANTI VARICELA-ZONA;GAMMAGLOBULINA ANTI VARICELA-ZONA;J;J06;J06B;J06BB
J06BB04;GAMMAGLOBULINA HUMANA ANTIHEPATITIS B;GAMMAGLOBULINA HUMANA ANTIHEPATITIS B;J;J06;J06B;J06BB
J06BB05;GAMMAGLOBULINA ANTIRABICA;GAMMAGLOBULINA ANTIRABICA;J;J06;J06B;J06BB
J06BB09;GAMMAGLOBULINA ANTICITOMEGALOVIRUS;GAMMAGLOBULINA ANTICITOMEGALOVIRUS;J;J06;J06B;J06BB
J06BB16;PALIVIZUMAB;PALIVIZUMAB;J;J06;J06B;J06BB
J06BB21; Bezlotoxumab; Bezlotoxumab;J;J06;J06B;J06BB
J06BC;OTRAS INMUNOGLOBULINAS;OTRAS INMUNOGLOBULINAS;J;J06;J06B;J06BC
J06BC01;NEBACUMAB;NEBACUMAB;J;J06;J06B;J06BC
J07;VACUNAS;VACUNAS;J;J07;;
J07A;VACUNAS BACTERIANAS;VACUNAS BACTERIANAS;J;J07;J07A;
J07AE;VACUNAS CONTRA COLERA;VACUNAS CONTRA COLERA;J;J07;J07A;J07AE
J07AE01;VIBRIO CHOLERAE INACTIVADO;VIBRIO CHOLERAE INACTIVADO;J;J07;J07A;J07AE
J07AF;VACUNAS CONTRA DIFTERIA;VACUNAS CONTRA DIFTERIA;J;J07;J07A;J07AF
J07AF01;TOXOIDE DIFTERICO;TOXOIDE DIFTERICO;J;J07;J07A;J07AF
J07AG;VACUNAS CONTRA HAEMOPHILUS INFLUENZAE TIPO B;VACUNAS CONTRA HAEMOPHILUS INFLUENZAE TIPO B;J;J07;J07A;J07AG
J07AG01;HAEMOPHILUS INFLUENZAE TIPO B;HAEMOPHILUS INFLUENZAE TIPO B;J;J07;J07A;J07AG
J07AG51;HAEMOPHILUS INFLUENZAE TIPO B + DIFTERIA+TETANOS;HAEMOPHILUS INFLUENZAE TIPO B + DIFTERIA+TETANOS;J;J07;J07A;J07AG
J07AG52;HAEMOPHILUS INFLUENZAE TIPO B + DIFTERIA+TETANOS+PERTUSSIS;HAEMOPHILUS INFLUENZAE TIPO B + DIFTERIA+TETANOS+PERTUSSIS;J;J07;J07A;J07AG
J07AG53;HAEMOPHILUS INFLUENZAE TIPO B + MENINGOCOCO C CONJUGADO;HAEMOPHILUS INFLUENZAE TIPO B + MENINGOCOCO C CONJUGADO;J;J07;J07A;J07AG
J07AH;VACUNAS CONTRA MENINGOCOCO;VACUNAS CONTRA MENINGOCOCO;J;J07;J07A;J07AH
J07AH02;MENINGOCOCO C ANTIGENO POLISACARIDOS PURIFICADOS NO CONJUGAD;MENINGOCOCO C ANTIGENO POLISACARIDOS PURIFICADOS NO CONJUGAD;J;J07;J07A;J07AH
J07AH03;MENINGOCOCO A Y C ANTIGENOS POLISCARIDOS PURIFICADOS NO CONJ;MENINGOCOCO A Y C ANTIGENOS POLISCARIDOS PURIFICADOS NO CONJ;J;J07;J07A;J07AH
J07AH04;MENINGOCOCO TETRAVALENTE (A,C,W,Y) POLISAC PURIF NO CONJUGAD;MENINGOCOCO TETRAVALENTE (A,C,W,Y) POLISAC PURIF NO CONJUGAD;J;J07;J07A;J07AH
J07AH07;MENINGOCOCO C ANTIGENO POLISACARIDOS PURIFICADOS CONJUGADA;MENINGOCOCO C ANTIGENO POLISACARIDOS PURIFICADOS CONJUGADA;J;J07;J07A;J07AH
J07AH08;MENINGOCOCO TETRAVALENTE (A,C,W,Y) ANTIGEN POLISAC CONJUGADA;MENINGOCOCO TETRAVALENTE (A,C,W,Y) ANTIGEN POLISAC CONJUGADA;J;J07;J07A;J07AH
J07AH09;Meningococo B, vacuna multicomponente;Meningococo B, vacuna multicomponente;J;J07;J07A;J07AH
J07AHNE;VACUNAS CONTRA MENINGOCOCO NE;VACUNAS CONTRA MENINGOCOCO NE;J;J07;J07A;J07AH
J07AJ;VACUNAS CONTRA BORDETELLA PERTUSSIS;VACUNAS CONTRA BORDETELLA PERTUSSIS;J;J07;J07A;J07AJ
J07AJ01;BORDETELLA PERTUSSIS;BORDETELLA PERTUSSIS;J;J07;J07A;J07AJ
J07AJ51;PERTUSSIS INACTIVADO CELULA ENTERA ASOCIADO A TOXOIDES;PERTUSSIS INACTIVADO CELULA ENTERA ASOCIADO A TOXOIDES;J;J07;J07A;J07AJ
J07AJ52;PERTUSSIS ANTIGENO PURIFICADO ASOCIADO A TOXOIDES;PERTUSSIS ANTIGENO PURIFICADO ASOCIADO A TOXOIDES;J;J07;J07A;J07AJ
J07AL;VACUNAS CONTRA NEUMOCOCO;VACUNAS CONTRA NEUMOCOCO;J;J07;J07A;J07AL
J07AL01;STREPTOCOCCUS PNEUMONIAE ANTIGENO;STREPTOCOCCUS PNEUMONIAE ANTIGENO;J;J07;J07A;J07AL
J07AL02;STREPTOCOCCUS PNEUMONIAE ANTIGENO CONJUGADO;STREPTOCOCCUS PNEUMONIAE ANTIGENO CONJUGADO;J;J07;J07A;J07AL
J07AL52;STREPTOCOCCUS PNEUMONIAE ANTIGENO CONJUGADO+H.INFLUENZAE;STREPTOCOCCUS PNEUMONIAE ANTIGENO CONJUGADO+H.INFLUENZAE;J;J07;J07A;J07AL
J07ALNE;VACUNAS CONTRA NEUMOCOCO NE;VACUNAS CONTRA NEUMOCOCO NE;J;J07;J07A;J07AL
J07AM;VACUNAS CONTRA TETANOS;VACUNAS CONTRA TETANOS;J;J07;J07A;J07AM
J07AM01;TOXOIDE TETANICO;TOXOIDE TETANICO;J;J07;J07A;J07AM
J07AM51;TOXOIDE TETANICO+TOXOIDE DIFTERICO;TOXOIDE TETANICO+TOXOIDE DIFTERICO;J;J07;J07A;J07AM
J07AN;VACUNAS CONTRA TUBERCULOSIS;VACUNAS CONTRA TUBERCULOSIS;J;J07;J07A;J07AN
J07AN01;MYCOBACTERIUM TUBERCULOSIS;MYCOBACTERIUM TUBERCULOSIS;J;J07;J07A;J07AN
J07AP;VACUNAS CONTRA FIEBRES TIFOIDEAS;VACUNAS CONTRA FIEBRES TIFOIDEAS;J;J07;J07A;J07AP
J07AP01;SALMONELLA TYPHI ORAL;SALMONELLA TYPHI ORAL;J;J07;J07A;J07AP
J07AP02;SALMONELLA TYPHI PARENTERAL;SALMONELLA TYPHI PARENTERAL;J;J07;J07A;J07AP
J07AP03;VACUNA TIFOIDEA ANTIGENO POLISACARIDO PURIFICADO;VACUNA TIFOIDEA ANTIGENO POLISACARIDO PURIFICADO;J;J07;J07A;J07AP
J07AX;OTRAS VACUNAS BACTERIANAS;OTRAS VACUNAS BACTERIANAS;J;J07;J07A;J07AX
J07AX91;VACUNA ANTICATARRAL;VACUNA ANTICATARRAL;J;J07;J07A;J07AX
J07B;VACUNAS VIRICAS;VACUNAS VIRICAS;J;J07;J07B;
J07BA;VACUNAS CONTRA LA ENCEFALITIS;VACUNAS CONTRA LA ENCEFALITIS;J;J07;J07B;J07BA
J07BA02;VIRUS ENCEFALITIS JAPONESA, ENTERO INACTIVADO;VIRUS ENCEFALITIS JAPONESA, ENTERO INACTIVADO;J;J07;J07B;J07BA
J07BB;VACUNAS CONTRA LA INFLUENZA;VACUNAS CONTRA LA INFLUENZA;J;J07;J07B;J07BB
J07BB01;VIRUS GRIPE, ENTERO INACTIVADO;VIRUS GRIPE, ENTERO INACTIVADO;J;J07;J07B;J07BB
J07BB02;VIRUS GRIPE, ANTIGENO PURIFICADO;VIRUS GRIPE, ANTIGENO PURIFICADO;J;J07;J07B;J07BB
J07BB03;VIRUS GRIPE, VIVO ATENUADO;VIRUS GRIPE, VIVO ATENUADO;J;J07;J07B;J07BB
J07BB91;VIRUS GRIPE FRACCIONADO;VIRUS GRIPE FRACCIONADO;J;J07;J07B;J07BB
J07BBNE;VACUNAS CONTRA LA INFLUENZA NE;VACUNAS CONTRA LA INFLUENZA NE;J;J07;J07B;J07BB
J07BC;VACUNAS CONTRA LA HEPATITIS;VACUNAS CONTRA LA HEPATITIS;J;J07;J07B;J07BC
J07BC01;ANTIGENO HEPATITIS B;ANTIGENO HEPATITIS B;J;J07;J07B;J07BC
J07BC02;ANTIGENO HEPATITIS A;ANTIGENO HEPATITIS A;J;J07;J07B;J07BC
J07BC20;ANTIGENO HEPATITIS A+ANTIGENO HEPATITIS B;ANTIGENO HEPATITIS A+ANTIGENO HEPATITIS B;J;J07;J07B;J07BC
J07BD;VACUNAS CONTRA EL SARAMPION;VACUNAS CONTRA EL SARAMPION;J;J07;J07B;J07BD
J07BD01;VIRUS SARAMPION ATENUADO;VIRUS SARAMPION ATENUADO;J;J07;J07B;J07BD
J07BD52;VIRUS SARAMPION+V.PAROTIDITIS+V.RUBEOLA;VIRUS SARAMPION+V.PAROTIDITIS+V.RUBEOLA;J;J07;J07B;J07BD
J07BD54;VIRUS SARAMPION+PAROTIDITIS+RUBEOLA+VARICELA VIVO ATENUADO;VIRUS SARAMPION+PAROTIDITIS+RUBEOLA+VARICELA VIVO ATENUADO;J;J07;J07B;J07BD
J07BE;VACUNAS CONTRA LA PAROTIDITIS;VACUNAS CONTRA LA PAROTIDITIS;J;J07;J07B;J07BE
J07BE01;VIRUS PAROTIDITIS ATENUADO;VIRUS PAROTIDITIS ATENUADO;J;J07;J07B;J07BE
J07BF;VACUNAS CONTRA LA POLIOMIELITIS;VACUNAS CONTRA LA POLIOMIELITIS;J;J07;J07B;J07BF
J07BF02;VIRUS POLIO TRIVALENTE ORAL;VIRUS POLIO TRIVALENTE ORAL;J;J07;J07B;J07BF
J07BF03;VIRUS POLIO TRIVALENTE INYECTABLE;VIRUS POLIO TRIVALENTE INYECTABLE;J;J07;J07B;J07BF
J07BG;VACUNAS CONTRA LA RABIA;VACUNAS CONTRA LA RABIA;J;J07;J07B;J07BG
J07BG01;VIRUS RABIA ATENUADO;VIRUS RABIA ATENUADO;J;J07;J07B;J07BG
J07BH;VACUNAS CONTRA EL ROTAVIRUS (DIARREA);VACUNAS CONTRA EL ROTAVIRUS (DIARREA);J;J07;J07B;J07BH
J07BH01;VACUNA ROTAVIRUS VIVO ATENUADO;VACUNA ROTAVIRUS VIVO ATENUADO;J;J07;J07B;J07BH
J07BH02;VACUNA ROTAVIRUS VIVO PENTAVALENTE RECLASIFICADO;VACUNA ROTAVIRUS VIVO PENTAVALENTE RECLASIFICADO;J;J07;J07B;J07BH
J07BJ;VACUNAS CONTRA LA RUBEOLA;VACUNAS CONTRA LA RUBEOLA;J;J07;J07B;J07BJ
J07BJ01;VIRUS RUBEOLA ATENUADO;VIRUS RUBEOLA ATENUADO;J;J07;J07B;J07BJ
J07BK;VACUNAS CONTRA LA VARICELA ZOSTER;VACUNAS CONTRA LA VARICELA ZOSTER;J;J07;J07B;J07BK
J07BK01;VIRUS VARICELA;VIRUS VARICELA;J;J07;J07B;J07BK
J07BK02;VIRUS VARICELA ZOSTER;VIRUS VARICELA ZOSTER;J;J07;J07B;J07BK
J07BL;VACUNAS CONTRA LA FIEBRE AMARILLA;VACUNAS CONTRA LA FIEBRE AMARILLA;J;J07;J07B;J07BL
J07BL01;VIRUS DE LA FIEBRE AMARILLA;VIRUS DE LA FIEBRE AMARILLA;J;J07;J07B;J07BL
J07BM;VACUNA CONTRA EL PAPILOMAVIRUS;VACUNA CONTRA EL PAPILOMAVIRUS;J;J07;J07B;J07BM
J07BM01;VACUNA PAPILOMAVIRUS HUMANO TIPOS 6,11,16,18;VACUNA PAPILOMAVIRUS HUMANO TIPOS 6,11,16,18;J;J07;J07B;J07BM
J07BM02;VIRUS DEL PAPILOMA HUMANO TIPOS 16 Y 18;VIRUS DEL PAPILOMA HUMANO TIPOS 16 Y 18;J;J07;J07B;J07BM
J07BM03;Papilomavirus (tipos humanos 6, 11, 16, 18, 31, 33, 45, 52, 58);Papilomavirus (tipos humanos 6, 11, 16, 18, 31, 33, 45, 52, 58);J;J07;J07B;J07BM
J07BX;Otras vacunas virales;Otras vacunas virales;J;J07;J07B;J07BX
J07BX03;Vacunas contra COVID-19;Vacunas contra COVID-19;J;J07;J07B;J07BX
J07C;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS;J;J07;J07C;
J07CA;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS;J;J07;J07C;J07CA
J07CA01;Difteria-poliomielitis-t�tanos;Difteria-poliomielitis-t�tanos;J;J07;J07C;J07CA
J07CA02;DIFTERIA+PERTUSIS+POLIOMIELITIS+TETANOS;DIFTERIA+PERTUSIS+POLIOMIELITIS+TETANOS;J;J07;J07C;J07CA
J07CA05;DIFTERIA+PERTUSSIS+TETANOS+HEPATITIS B;DIFTERIA+PERTUSSIS+TETANOS+HEPATITIS B;J;J07;J07C;J07CA
J07CA06;DIFTERIA+H.INFLUENZA+PERTUSSIS+POLIOMIELITIS+TETANOS;DIFTERIA+H.INFLUENZA+PERTUSSIS+POLIOMIELITIS+TETANOS;J;J07;J07C;J07CA
J07CA07;DIFTERIA+HEPATITIS B+TETANOS;DIFTERIA+HEPATITIS B+TETANOS;J;J07;J07C;J07CA
J07CA08;HAEMOPHILUS INFLUENZAE TIPOS A Y B;HAEMOPHILUS INFLUENZAE TIPOS A Y B;J;J07;J07C;J07CA
J07CA09;DIFTERIA+H.INFLUENZAE B+PERTUSIS+POLIOMIELIT+TETANOS+HEPAT.B;DIFTERIA+H.INFLUENZAE B+PERTUSIS+POLIOMIELIT+TETANOS+HEPAT.B;J;J07;J07C;J07CA
J07CA10;SALMONELLA TYPHI + HEPATITIS A;SALMONELLA TYPHI + HEPATITIS A;J;J07;J07C;J07CA
J07CA13;DIFTERIA+H.INFLUENZAE+PERTUSIS+TETANOS+HEPATIT B+MENING A/C;DIFTERIA+H.INFLUENZAE+PERTUSIS+TETANOS+HEPATIT B+MENING A/C;J;J07;J07C;J07CA
J07CANE;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS NE;VACUNAS ANTIBACTERIANAS Y ANTIVIRALES ASOCIADAS NE;J;J07;J07C;J07CA
L;ANTINEOPLASICOS E INMUNOMODULADORES;ANTINEOPLASICOS E INMUNOMODULADORES;L;;;
L01;ANTINEOPLASICOS;ANTINEOPLASICOS;L;L01;;
